date,NO2,O3,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2020-05-01,14.862638888888888,61.18861111111111,43,105,1240,29,9992,57,77,Friday
2020-05-02,13.086666666666668,62.13057971014493,34,103,1453,39,10091,15,77,Saturday
2020-05-03,11.56888888888889,58.07,17,110,1429,7,10170,1,80,Sunday
2020-05-04,6.439722222222223,72.39277777777778,38,108,2459,4,10200,50,71,Monday
2020-05-05,8.721805555555555,73.25680555555556,36,92,2669,0,10227,60,62,Tuesday
2020-05-06,15.553055555555558,67.21144927536233,25,106,2682,0,10259,32,63,Wednesday
2020-05-07,25.584999999999997,74.62055555555555,14,120,2589,0,10234,2,66,Thursday
2020-05-08,15.73013888888889,87.63069444444444,14,145,2336,0,10181,20,62,Friday
2020-05-09,9.616527777777778,84.86041666666667,30,171,2636,0,10123,1,56,Saturday
2020-05-10,4.470972222222222,75.10115942028985,48,129,1755,-1,10083,58,68,Sunday
2020-05-11,11.70875,58.90708333333333,63,84,2215,6,10160,70,53,Monday
2020-05-12,19.077222222222222,64.53375,25,77,2013,0,10184,35,65,Tuesday
2020-05-13,8.319166666666666,61.77180555555555,35,72,1748,2,10151,2,66,Wednesday
2020-05-14,10.658333333333333,70.10000000000001,33,71,2016,0,10211,65,61,Thursday
2020-05-15,21.050198412698414,52.85638888888889,21,85,2147,0,10229,50,68,Friday
2020-05-16,16.03666666666667,61.89416666666667,28,98,1828,0,10227,8,71,Saturday
2020-05-17,15.436388888888887,66.1223611111111,25,121,2210,0,10234,1,63,Sunday
2020-05-18,21.43347222222222,60.03028985507245,30,149,2687,0,10225,62,65,Monday
2020-05-19,14.515833333333333,58.79291666666666,28,166,2623,0,10222,65,66,Tuesday
2020-05-20,13.99611111111111,58.991527777777776,20,162,2327,0,10231,15,72,Wednesday
2020-05-21,22.306250000000002,75.32930555555555,21,192,2740,0,10205,10,62,Thursday
2020-05-22,9.994166666666667,65.69217391304348,44,190,1314,2,10169,65,56,Friday
2020-05-23,7.664583333333334,65.21083333333333,53,153,2397,0,10218,59,60,Saturday
2020-05-24,13.118472222222223,48.80125,35,135,606,27,10284,57,78,Sunday
2020-05-25,14.47777777777778,48.58124999999999,27,155,2581,0,10339,4,72,Monday
2020-05-26,14.239027777777778,69.03797101449275,19,163,2751,0,10351,2,65,Tuesday
2020-05-27,6.759444444444445,64.35958333333333,35,158,2800,0,10344,21,67,Wednesday
2020-05-28,7.799444444444444,62.98569444444444,40,141,2994,0,10338,68,59,Thursday
2020-05-29,10.053888888888888,75.52194444444444,30,153,3005,0,10280,69,58,Friday
2020-05-30,7.460833333333333,85.6636231884058,36,178,2804,0,10239,75,48,Saturday
2020-05-31,6.314444444444445,69.91097222222221,46,172,2898,0,10233,75,52,Sunday
2020-06-01,13.885277777777778,68.35180555555554,30,188,2744,0,10220,70,51,Monday
2020-06-02,19.281805555555557,77.63069444444444,23,201,2636,0,10156,67,55,Tuesday
2020-06-03,9.446805555555555,79.32217391304347,32,175,2377,0,10046,50,70,Wednesday
2020-06-04,16.114722222222223,50.9725,37,128,933,30,9979,56,80,Thursday
2020-06-05,14.14486111111111,49.856527777777785,38,99,1053,161,9941,30,81,Friday
2020-06-06,8.035555555555556,53.477361111111115,59,116,1997,44,9984,36,69,Saturday
2020-06-07,11.657222222222224,50.194444444444436,39,127,1286,32,10068,57,78,Sunday
2020-06-08,6.569166666666667,62.460138888888885,36,146,2487,8,10147,60,73,Monday
2020-06-09,11.275555555555556,57.16652777777778,26,133,1454,0,10192,68,67,Tuesday
2020-06-10,13.419583333333334,54.16791666666666,21,139,1464,4,10160,63,76,Wednesday
2020-06-11,13.752638888888889,50.57927536231884,28,157,1189,28,10114,57,81,Thursday
2020-06-12,15.488849206349208,70.85097222222221,37,195,2456,67,10076,56,74,Friday
2020-06-13,10.599583333333333,74.75805555555557,25,202,2772,42,10109,47,76,Saturday
2020-06-14,19.165416666666665,53.58653985507246,21,183,1187,2,10143,4,83,Sunday
2020-06-15,21.06173967940272,54.0995652173913,18,191,1793,0,10164,59,69,Monday
2020-06-16,21.97763888888889,48.12902777777777,13,179,1014,12,10151,45,87,Tuesday
2020-06-17,11.167777777777777,71.00708333333334,28,190,2292,64,10117,1,77,Wednesday
2020-06-18,19.34625,59.35055555555556,25,176,1570,100,10111,1,81,Thursday
2020-06-19,14.718055555555557,59.21782608695653,25,172,2263,0,10160,1,76,Friday
2020-06-20,16.924027777777777,47.805277777777775,19,167,1807,-1,10209,21,73,Saturday
2020-06-21,12.875833333333334,52.14000000000001,35,186,2030,0,10191,61,69,Sunday
2020-06-22,20.688888888888886,44.22375,23,178,2565,0,10248,56,67,Monday
2020-06-23,15.79125,96.80724637681159,19,197,2914,0,10251,9,64,Tuesday
2020-06-24,13.85736111111111,93.86916666666666,34,233,2900,0,10223,65,52,Wednesday
2020-06-25,17.813333333333333,85.06444444444445,40,240,2873,0,10177,75,55,Thursday
2020-06-26,17.49625,87.84972222222223,31,242,2817,34,10110,24,61,Friday
2020-06-27,8.554027777777778,56.573188405797104,36,206,1663,21,10086,12,79,Saturday
2020-06-28,8.259305555555555,62.209583333333335,52,179,2132,1,10114,74,60,Sunday
2020-06-29,10.439305555555556,53.95374999999999,58,160,1408,-1,10103,70,62,Monday
2020-06-30,12.578535353535356,26.0290873015873,51,160,943,126,10076,29,82,Tuesday
2020-07-01,11.865555555555554,40.307826086956524,39,179,1692,13,10061,64,78,Wednesday
2020-07-02,14.143888888888888,49.03916666666667,38,171,1809,40,10108,57,75,Thursday
2020-07-03,9.428611111111111,53.98652777777778,49,177,2024,-1,10156,59,71,Friday
2020-07-04,7.913472222222222,24.21472222222222,60,165,503,100,10123,24,90,Saturday
2020-07-05,6.991666666666667,46.712753623188405,68,179,1224,4,10098,37,77,Sunday
2020-07-06,15.93027777777778,38.18208333333333,45,149,1898,63,10164,65,71,Monday
2020-07-07,14.566805555555556,47.83583333333333,25,146,1897,3,10191,4,77,Tuesday
2020-07-08,17.846944444444443,17.25777777777778,18,146,557,50,10151,40,94,Wednesday
2020-07-09,12.08513888888889,19.78086956521739,38,167,441,71,10115,20,93,Thursday
2020-07-10,17.391805555555553,37.99121980676328,31,146,1469,24,10144,23,81,Friday
2020-07-11,14.650416666666667,41.05027777777778,20,141,2193,-1,10247,2,76,Saturday
2020-07-12,10.895833333333334,49.42250000000001,18,149,2223,0,10281,3,70,Sunday
2020-07-13,23.528055555555554,65.46188405797102,16,172,2871,0,10225,9,65,Monday
2020-07-14,18.62763888888889,36.126805555555556,18,157,567,52,10149,27,84,Tuesday
2020-07-15,13.19361111111111,54.06805555555555,20,159,1831,-1,10149,8,72,Wednesday
2020-07-16,14.301250000000001,28.885555555555555,20,163,810,19,10174,22,86,Thursday
2020-07-17,21.949861111111108,26.297681159420293,11,183,1419,0,10206,6,81,Friday
2020-07-18,18.090138888888887,50.84638888888889,21,194,2182,0,10183,1,78,Saturday
2020-07-19,7.533472222222222,47.53458333333333,22,179,1969,6,10164,2,80,Sunday
2020-07-20,12.526637426900585,43.53175925925925,28,161,2626,-1,10212,65,69,Monday
2020-07-21,13.90986111111111,46.0504347826087,23,145,2289,0,10246,7,70,Tuesday
2020-07-22,14.401805555555555,47.04819444444444,20,145,2406,0,10234,30,71,Wednesday
2020-07-23,18.992499999999996,68.57736111111113,27,184,2024,0,10160,65,63,Thursday
2020-07-24,13.411527777777778,40.160555555555554,28,185,1504,6,10119,57,75,Friday
2020-07-25,11.236944444444445,32.14811594202899,35,184,916,42,10095,47,85,Saturday
2020-07-26,13.362638888888888,36.403194444444445,37,187,2278,18,10109,64,72,Sunday
2020-07-27,13.991388888888892,43.645694444444445,34,184,1078,-1,10105,65,74,Monday
2020-07-28,11.14875,47.6325,40,179,1867,1,10123,62,66,Tuesday
2020-07-29,15.183333333333335,48.43173913043478,29,162,1811,0,10197,65,66,Wednesday
2020-07-30,19.019444444444442,76.01569444444443,20,183,2584,0,10201,59,66,Thursday
2020-07-31,16.455,90.01319444444444,33,245,2676,0,10152,65,53,Friday
2020-08-01,16.30236111111111,35.595277777777774,25,206,1479,4,10142,57,78,Saturday
2020-08-02,16.16638888888889,46.13608695652173,25,168,1902,0,10152,59,75,Sunday
2020-08-03,14.853194444444446,45.61944444444444,21,154,1211,3,10145,11,78,Monday
2020-08-04,19.110833333333332,56.76152777777778,23,164,2306,0,10166,4,64,Tuesday
2020-08-05,31.46291666666666,61.274861111111115,32,206,2551,0,10152,65,58,Wednesday
2020-08-06,19.465555555555557,98.4027536231884,17,223,2466,0,10186,65,62,Thursday
2020-08-07,19.831666666666667,113.45805555555556,18,247,2501,0,10193,65,59,Friday
2020-08-08,10.354583333333332,124.77777777777777,21,264,2172,0,10191,62,55,Saturday
2020-08-09,9.872777777777777,109.55402777777779,34,267,2148,-1,10170,70,57,Sunday
2020-08-10,13.403472222222222,114.12898550724638,31,261,1979,0,10149,70,57,Monday
2020-08-11,17.385138888888886,107.00541666666668,32,270,2252,0,10146,75,57,Tuesday
2020-08-12,19.441111111111113,102.91597222222221,24,263,1907,3,10135,61,64,Wednesday
2020-08-13,22.848611111111108,83.41847222222223,19,251,1634,2,10113,24,71,Thursday
2020-08-14,13.27236111111111,89.38228433402345,22,233,1959,1,10125,15,78,Friday
2020-08-15,13.210972222222223,79.30875,17,225,1864,4,10142,20,79,Saturday
2020-08-16,16.858472222222222,67.16305555555556,22,225,1802,297,10105,1,79,Sunday
2020-08-17,19.80138888888889,52.37847222222222,17,189,1341,11,10093,0,88,Monday
2020-08-18,21.976805555555554,40.97463768115942,25,183,1852,1,10104,1,80,Tuesday
2020-08-19,14.935694444444444,56.064166666666665,32,213,1900,-1,10076,7,71,Wednesday
2020-08-20,19.739583333333332,50.61166666666666,32,232,1202,35,10059,65,78,Thursday
2020-08-21,12.596944444444444,59.550694444444446,41,239,2011,-1,10076,61,60,Friday
2020-08-22,6.947500000000001,54.98101449275362,55,192,1390,27,10133,63,72,Saturday
2020-08-23,10.82138888888889,47.458888888888886,41,176,1373,81,10147,60,78,Sunday
2020-08-24,21.270277777777775,36.135555555555555,33,165,1234,73,10145,56,79,Monday
2020-08-25,8.958249999999998,51.7985014619883,49,170,655,21,10061,58,81,Tuesday
2020-08-26,15.624305555555553,38.16376811594203,65,161,494,95,10083,45,84,Wednesday
2020-08-27,17.976646825396827,38.57402777777778,24,160,958,14,10126,26,85,Thursday
2020-08-28,20.58847222222222,28.290150966183575,41,161,1236,145,10001,56,82,Friday
2020-08-29,15.36875,37.86277777777777,34,149,1290,14,10034,57,86,Saturday
2020-08-30,4.860555555555555,60.23666666666666,38,153,811,57,10113,2,88,Sunday
2020-08-31,16.99888888888889,43.0525,22,145,1439,0,10197,6,76,Monday
2020-09-01,18.28125,41.73569444444445,16,135,1110,0,10200,29,80,Tuesday
2020-09-02,29.897500000000004,46.64847222222222,13,148,1722,0,10191,3,78,Wednesday
2020-09-03,17.536805555555556,31.82768115942029,38,163,430,122,10169,32,89,Thursday
2020-09-04,15.729027777777775,43.41722222222222,33,173,1260,21,10195,57,79,Friday
2020-09-05,12.665972222222223,37.20291666666667,29,148,1452,86,10185,12,78,Saturday
2020-09-06,16.39763888888889,37.26819444444445,22,142,1555,12,10200,1,79,Sunday
2020-09-07,16.426666666666666,43.19086956521738,28,155,1613,0,10230,2,77,Monday
2020-09-08,20.555138888888887,14.741666666666667,32,173,413,-1,10241,56,88,Tuesday
2020-09-09,19.168670634920637,18.1575,30,168,430,5,10215,9,90,Wednesday
2020-09-10,33.33895833333333,25.447222222222223,10,132,1353,0,10220,2,79,Thursday
2020-09-11,30.485462962962966,39.441014492753624,15,137,1528,0,10170,10,81,Friday
2020-09-12,19.899444444444445,31.356388888888887,26,142,798,0,10195,4,85,Saturday
2020-09-13,28.505694444444448,23.531944444444445,25,164,1688,0,10246,2,84,Sunday
2020-09-14,38.525416666666665,55.28916666666667,14,186,1658,0,10230,3,77,Monday
2020-09-15,38.373194444444444,75.1155072463768,14,212,1627,0,10185,2,77,Tuesday
2020-09-16,7.606249999999999,67.13333333333333,40,184,1308,0,10222,8,81,Wednesday
2020-09-17,11.52361111111111,45.82,37,135,1629,0,10285,21,67,Thursday
2020-09-18,13.178194444444445,54.94777777777778,44,145,1708,0,10242,71,60,Friday
2020-09-19,12.906944444444447,62.88144927536232,28,154,1603,0,10184,70,60,Saturday
2020-09-20,15.494861111111112,55.09138888888888,29,149,1642,0,10180,68,63,Sunday
2020-09-21,32.402638888888895,42.75583333333333,15,149,1558,0,10159,1,76,Monday
2020-09-22,47.51166666666666,47.367777777777775,11,141,1478,0,10096,0,76,Tuesday
2020-09-23,18.474027777777778,48.79434782608695,34,162,819,80,10022,12,84,Wednesday
2020-09-24,16.617638888888887,41.37722222222223,45,137,950,67,9991,57,79,Thursday
2020-09-25,11.704583333333332,44.5251388888889,52,109,809,44,9930,60,86,Friday
2020-09-26,5.632916666666667,52.82361111111112,34,128,1125,110,9987,50,82,Saturday
2020-09-27,17.660694444444445,24.287971014492754,36,142,675,34,10031,44,85,Sunday
2020-09-28,25.2775,7.509166666666668,22,128,172,28,10090,19,96,Monday
2020-09-29,30.62736111111111,20.256527777777777,17,151,839,28,10149,3,86,Tuesday
2020-09-30,23.585694444444446,16.519305555555558,23,153,509,17,10117,11,92,Wednesday
2020-10-01,22.738611111111112,20.482028985507245,35,131,243,76,10000,17,93,Thursday
2020-10-02,12.646666666666668,35.23333333333334,42,129,580,1,9937,31,84,Friday
2020-10-03,15.855277777777777,30.38722222222222,33,126,161,66,9888,50,91,Saturday
2020-10-04,7.802499999999999,48.06277777777777,53,119,700,17,9899,56,80,Sunday
2020-10-05,16.583611111111114,35.290869565217385,51,122,363,58,9965,58,85,Monday
2020-10-06,18.894583333333333,33.131388888888885,47,128,422,87,9975,37,89,Tuesday
2020-10-07,18.891111111111112,34.62,33,124,527,41,10101,56,86,Wednesday
2020-10-08,21.441805555555558,29.49222222222222,45,131,159,134,10119,35,91,Thursday
2020-10-09,17.101111111111113,42.51086956521739,25,118,637,52,10169,60,84,Friday
2020-10-10,20.655833333333334,33.870416666666664,29,87,657,99,10181,8,86,Saturday
2020-10-11,24.11,34.08166666666667,25,94,806,44,10197,58,87,Sunday
2020-10-12,25.8075,26.383333333333336,19,94,727,-1,10185,5,87,Monday
2020-10-13,21.414305555555558,22.602463768115943,33,96,823,0,10133,59,84,Tuesday
2020-10-14,10.855353535353537,42.870583333333336,37,92,606,0,10193,58,80,Wednesday
2020-10-15,12.695972222222222,34.513888888888886,32,94,525,0,10218,65,74,Thursday
2020-10-16,24.843611111111112,24.97361111111111,20,83,743,0,10233,57,81,Friday
2020-10-17,29.817638888888883,12.336521739130434,9,71,535,-1,10211,1,89,Saturday
2020-10-18,23.655833333333334,32.70972222222222,15,88,511,0,10216,0,90,Sunday
2020-10-19,28.877638888888885,23.34958333333333,20,94,390,2,10189,47,85,Monday
2020-10-20,20.552222222222223,28.41944444444444,40,117,181,3,10073,65,83,Tuesday
2020-10-21,13.577499999999999,49.41188405797101,58,154,300,86,10015,44,82,Wednesday
2020-10-22,28.18375,27.42486111111111,39,139,550,5,10099,65,82,Thursday
2020-10-23,23.79041666666667,31.615972222222226,29,120,490,-1,10100,1,90,Friday
2020-10-24,9.444305555555557,49.07138888888888,54,139,352,2,10076,58,83,Saturday
2020-10-25,16.804583333333333,35.06434782608696,46,121,191,41,10003,50,85,Sunday
2020-10-26,19.375694444444445,35.85486111111111,46,104,523,1,9997,65,80,Monday
2020-10-27,16.757361111111113,38.48888888888888,54,101,286,18,10015,50,86,Tuesday
2020-10-28,19.859166666666663,41.013749999999995,45,100,353,116,10046,59,88,Wednesday
2020-10-29,17.675,38.90544927536232,43,107,351,76,10127,39,87,Thursday
2020-10-30,13.224166666666667,42.7561111111111,55,143,217,26,10176,27,91,Friday
2020-10-31,12.060833333333333,48.004861111111104,45,135,369,27,10161,26,85,Saturday
2020-11-01,8.861666666666666,34.62833333333334,52,143,260,38,10080,47,86,Sunday
2020-11-02,14.730833333333331,47.21333333333334,67,158,203,20,10074,40,81,Monday
2020-11-03,22.46902777777778,36.85055555555556,47,92,582,6,10201,63,79,Tuesday
2020-11-04,42.4288888888889,13.985555555555555,20,67,681,0,10321,4,85,Wednesday
2020-11-05,45.38958333333334,7.606111111111111,13,64,514,0,10380,7,89,Thursday
2020-11-06,31.52607323232323,15.385396825396825,25,84,597,0,10318,50,84,Friday
2020-11-07,31.59402777777778,3.450277777777778,20,68,553,0,10232,1,85,Saturday
2020-11-08,33.14833333333333,2.0158333333333336,17,84,332,-1,10217,2,90,Sunday
2020-11-09,36.81821969696969,4.439267676767677,18,121,504,0,10227,25,90,Monday
2020-11-10,35.75083333333333,1.1484782608695652,14,124,457,-1,10248,1,93,Tuesday
2020-11-11,20.421875,21.078333333333333,27,114,220,0,10223,2,93,Wednesday
2020-11-12,27.924166666666665,27.104365942028988,40,102,314,124,10157,50,86,Thursday
2020-11-13,27.182638888888885,16.81416666666667,34,95,212,2,10151,56,92,Friday
2020-11-14,11.533333333333333,39.86985507246377,38,124,230,15,10128,22,86,Saturday
2020-11-15,9.578194444444446,56.05319444444445,61,127,199,77,10023,60,78,Sunday
2020-11-16,18.74902777777778,39.50513888888889,48,102,205,23,10122,43,85,Monday
2020-11-17,18.88736111111111,38.609583333333326,56,120,143,1,10218,43,87,Tuesday
2020-11-18,16.629305555555554,44.83913043478261,52,128,519,3,10187,56,75,Wednesday
2020-11-19,22.334142512077293,45.97818181818182,37,82,282,70,10224,43,81,Thursday
2020-11-20,32.06180555555555,26.556805555555556,26,60,217,1,10331,65,75,Friday
2020-11-21,14.43597222222222,39.711388888888884,53,87,75,3,10267,56,87,Saturday
2020-11-22,29.21875,28.573768115942027,31,89,266,32,10247,26,86,Sunday
2020-11-23,37.273888888888884,14.425555555555555,24,61,470,0,10271,59,81,Monday
2020-11-24,30.890138888888888,10.317083333333334,34,79,225,0,10208,50,89,Tuesday
2020-11-25,35.083156565656566,5.355416666666667,35,67,380,0,10161,58,86,Wednesday
2020-11-26,30.263194444444448,21.445072463768113,14,88,70,53,10202,19,96,Thursday
2020-11-27,33.24458333333333,4.880138888888889,22,63,60,27,10197,7,96,Friday
2020-11-28,16.430833333333332,18.409027777777776,33,42,230,0,10215,5,95,Saturday
2020-11-29,28.262638888888887,7.896249999999999,23,9,274,0,10268,10,92,Sunday
2020-11-30,22.188333333333333,22.938115942028986,34,24,51,89,10205,1,96,Monday
2020-12-01,18.88597222222222,23.41722222222222,41,81,176,72,10168,40,87,Tuesday
2020-12-02,30.60902777777778,4.425972222222222,19,58,55,-1,10157,44,92,Wednesday
2020-12-03,17.72083333333333,26.95041666666667,48,55,53,37,9948,42,91,Thursday
2020-12-04,25.520416666666662,29.412608695652178,57,50,171,12,9838,62,78,Friday
2020-12-05,33.13861111111111,15.64736111111111,22,13,354,0,9972,62,88,Saturday
2020-12-06,32.89013888888889,6.647916666666667,17,18,140,-1,10009,34,93,Sunday
2020-12-07,38.36125,3.7986111111111107,33,42,105,83,9979,27,94,Monday
2020-12-08,40.07361111111111,0.7391304347826085,11,18,159,0,10045,5,95,Tuesday
2020-12-09,29.674166666666668,6.2498611111111115,30,8,95,-1,10088,0,98,Wednesday
2020-12-10,34.84361111111111,5.265,30,6,249,0,10056,28,92,Thursday
2020-12-11,30.333472222222223,5.43138888888889,46,26,94,13,9928,22,91,Friday
2020-12-12,31.675277777777776,3.1346376811594205,20,65,79,12,9971,2,98,Saturday
2020-12-13,14.030555555555557,37.99194444444444,34,69,193,13,10074,3,90,Sunday
2020-12-14,22.22097222222222,21.757361111111113,45,96,151,32,10051,45,89,Monday
2020-12-15,35.172222222222224,6.759583333333333,30,87,78,6,10094,0,94,Tuesday
2020-12-16,27.653055555555554,15.263333333333334,37,72,318,1,10140,1,93,Wednesday
2020-12-17,25.28222222222222,23.257361111111113,43,89,155,42,10167,57,89,Thursday
2020-12-18,19.766388888888887,29.107361111111107,47,79,305,0,10176,60,86,Friday
2020-12-19,15.939722222222223,32.02319444444444,48,83,170,3,10120,60,88,Saturday
2020-12-20,18.330833333333334,32.7608695652174,43,86,179,0,10160,64,87,Sunday
2020-12-21,12.713,40.01920321637427,46,79,50,212,10119,29,94,Monday
2020-12-22,29.925138888888892,14.334722222222224,39,106,103,56,10110,18,92,Tuesday
2020-12-23,18.64166666666667,41.66416666666667,33,109,56,167,10075,3,95,Wednesday
2020-12-24,11.26013888888889,54.7976811594203,37,54,152,36,10127,56,85,Thursday
2020-12-25,22.31638888888889,43.248333333333335,23,32,339,-1,10244,40,86,Friday
2020-12-26,11.289444444444447,49.42319444444445,56,45,120,12,10160,47,89,Saturday
2020-12-27,14.08361111111111,45.784305555555555,81,50,46,130,9811,37,90,Sunday
2020-12-28,26.798194444444444,23.094637681159423,26,36,249,50,9773,11,91,Monday
2020-12-29,22.741250000000004,35.00152777777778,26,37,160,42,9877,11,93,Tuesday
2020-12-30,24.673611111111104,29.414444444444445,31,42,223,9,9998,58,89,Wednesday
2020-12-31,40.04222222222222,8.055416666666666,12,21,95,29,10030,1,95,Thursday
2021-01-01,23.03125,14.797246376811595,21,30,194,0,10084,0,92,Friday
2021-01-02,26.213472222222222,6.1875,18,36,107,3,10134,11,96,Saturday
2021-01-03,8.939444444444446,31.771111111111114,35,33,84,1,10167,27,86,Sunday
2021-01-04,9.210277777777778,29.974166666666665,53,28,55,11,10178,60,87,Monday
2021-01-05,11.652361111111112,24.410869565217393,41,29,50,1,10180,60,89,Tuesday
2021-01-06,25.605833333333337,17.745694444444442,26,24,111,1,10167,58,86,Wednesday
2021-01-07,24.27361111111111,21.15833333333333,23,26,123,79,10124,50,94,Thursday
2021-01-08,39.185694444444444,4.785833333333333,13,11,270,4,10164,4,95,Friday
2021-01-09,50.83805555555555,15.192028985507244,12,-6,382,5,10239,4,93,Saturday
2021-01-10,21.22763888888889,34.31041666666667,24,16,304,-1,10235,38,89,Sunday
2021-01-11,17.569444444444446,47.72902777777778,54,50,62,12,10151,31,89,Monday
2021-01-12,24.35934523809524,49.5058888888889,37,52,358,159,10095,46,85,Tuesday
2021-01-13,20.706111111111113,42.626376811594206,33,43,332,8,10155,47,79,Wednesday
2021-01-14,18.357361111111107,29.424444444444443,33,12,254,0,10202,65,82,Thursday
2021-01-15,44.163333333333334,5.464305555555555,16,12,82,0,10286,65,78,Friday
2021-01-16,25.012361111111108,17.44388888888889,35,8,123,29,10223,13,83,Saturday
2021-01-17,23.252083333333335,36.78159420289855,22,34,316,22,10187,10,93,Sunday
2021-01-18,20.934305555555554,40.227916666666665,41,48,157,2,10197,59,90,Monday
2021-01-19,13.988333333333335,49.57388888888889,73,77,69,156,10050,34,88,Tuesday
2021-01-20,14.110138888888889,56.171388888888885,64,90,162,-1,9946,66,71,Wednesday
2021-01-21,17.843333333333337,49.33608695652174,70,70,342,118,9867,37,78,Thursday
2021-01-22,32.68833333333334,24.29013888888889,39,40,348,9,9919,63,88,Friday
2021-01-23,24.03916666666667,39.20041666666666,28,32,222,4,9941,57,88,Saturday
2021-01-24,25.824166666666667,33.40097222222222,23,24,375,1,9979,63,84,Sunday
2021-01-25,21.991249999999997,48.665072463768105,28,23,507,29,10049,25,83,Monday
2021-01-26,25.234305555555554,38.67972222222222,38,45,379,9,10152,57,81,Tuesday
2021-01-27,35.906527777777775,10.544444444444444,37,47,103,13,10106,24,93,Wednesday
2021-01-28,26.605833333333333,22.02444444444444,28,51,69,102,10023,1,97,Thursday
2021-01-29,12.600416666666668,48.96463768115942,51,74,208,100,9952,8,87,Friday
2021-01-30,12.080416666666666,35.22166666666667,53,4,271,0,10028,59,79,Saturday
2021-01-31,17.11958333333333,28.363333333333333,34,-15,649,-1,10010,47,82,Sunday
2021-02-01,30.51281746031746,11.006388888888887,22,10,181,2,9959,16,93,Monday
2021-02-02,25.70875,31.543478260869563,31,50,147,50,9986,16,95,Tuesday
2021-02-03,36.66694444444445,28.068888888888893,33,86,72,150,9967,50,93,Wednesday
2021-02-04,33.617777777777775,19.440694444444443,30,66,323,4,10116,56,90,Thursday
2021-02-05,37.60013888888889,3.227222222222222,20,68,275,19,10111,2,93,Friday
2021-02-06,8.753194444444444,43.13144927536232,59,26,122,36,10089,9,92,Saturday
2021-02-07,6.737222222222222,67.29666666666667,80,-41,137,43,10014,9,83,Sunday
2021-02-08,17.488472222222224,54.32583333333334,49,-56,323,10,10033,21,80,Monday
2021-02-09,17.130972222222223,55.89555555555555,27,-44,658,-1,10086,61,79,Tuesday
2021-02-10,26.679583333333337,45.881739130434774,28,-37,731,-1,10162,70,79,Wednesday
2021-02-11,30.334444444444443,46.15055555555555,18,-48,891,0,10302,4,78,Thursday
2021-02-12,16.311805555555555,59.11263888888889,47,-58,876,-1,10354,61,75,Friday
2021-02-13,21.796666666666667,57.550833333333344,38,-52,966,0,10394,69,66,Saturday
2021-02-14,16.364861111111114,54.79449275362318,54,-6,783,0,10339,80,53,Sunday
2021-02-15,31.35138888888889,18.13138888888889,48,29,142,47,10223,25,83,Monday
2021-02-16,22.09611111111111,41.83069444444444,38,73,474,12,10132,32,87,Tuesday
2021-02-17,19.81486111111111,45.377638888888875,50,95,377,-1,10143,58,82,Wednesday
2021-02-18,22.55458333333333,42.10811594202898,47,81,320,60,10087,60,83,Thursday
2021-02-19,16.24597222222222,44.98638888888888,41,71,738,0,10140,62,82,Friday
2021-02-20,12.248194444444445,53.04733695652174,46,117,878,-1,10111,70,73,Saturday
2021-02-21,24.871527777777782,44.82125,32,107,1008,0,10127,70,73,Sunday
2021-02-22,31.15041666666667,30.617391304347823,33,122,627,-1,10182,69,60,Monday
2021-02-23,19.586111111111112,42.493472222222216,42,134,797,0,10274,64,72,Tuesday
2021-02-24,30.076805555555556,33.08277777777778,42,137,998,0,10270,64,69,Wednesday
2021-02-25,23.40597222222222,42.57388888888889,30,114,894,-1,10268,62,76,Thursday
2021-02-26,21.76833333333333,44.287246376811595,24,65,1101,-1,10351,28,78,Friday
2021-02-27,17.23972222222222,34.246249999999996,13,43,760,0,10406,0,90,Saturday
2021-02-28,11.065555555555555,44.873472222222226,20,40,1143,0,10376,1,89,Sunday
2021-03-01,20.074166666666667,29.37611111111111,35,55,876,0,10336,20,85,Monday
2021-03-02,46.97097222222222,10.151884057971012,23,63,1208,0,10302,22,80,Tuesday
2021-03-03,25.932222222222222,30.137083333333333,16,45,877,0,10272,7,91,Wednesday
2021-03-04,11.408118686868688,63.80652777777778,28,42,225,-1,10223,7,83,Thursday
2021-03-05,21.582933574879224,49.94875,28,19,1313,0,10304,64,73,Friday
2021-03-06,23.073194444444443,47.55115942028985,18,7,1064,0,10334,60,79,Saturday
2021-03-07,20.99471618357488,53.52402777777778,13,14,555,0,10261,56,78,Sunday
2021-03-08,17.593444444444444,52.302638888888886,27,54,756,28,10224,56,73,Monday
2021-03-09,27.558541666666667,28.15861111111111,26,51,342,17,10178,14,87,Tuesday
2021-03-10,13.897305555555556,58.195942028985506,50,57,432,36,10120,26,84,Wednesday
2021-03-11,11.46776388888889,63.40569444444444,89,94,566,16,9962,50,75,Thursday
2021-03-12,10.336592995169083,67.65847222222222,68,71,485,26,10023,61,78,Friday
2021-03-13,9.899397946859905,64.44791666666667,77,69,506,77,9937,39,75,Saturday
2021-03-14,13.373804951690822,59.37608695652174,41,67,667,23,10085,61,78,Sunday
2021-03-15,13.623868357487922,65.25902777777777,41,66,697,30,10152,56,82,Monday
2021-03-16,13.112082125603864,58.767949346405224,22,56,413,52,10238,61,87,Tuesday
2021-03-17,19.51722222222222,52.08625,36,50,770,4,10270,58,83,Wednesday
2021-03-18,12.427541666666668,60.251014492753626,24,44,649,-1,10238,57,85,Thursday
