date,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2019-10-24,36,146,38,8,10119,40,83,Thursday
2019-10-25,52,138,34,-1,10181,58,82,Friday
2019-10-26,60,164,59,22,10128,57,73,Saturday
2019-10-27,25,95,45,3,10235,57,77,Sunday
2019-10-28,12,63,55,-1,10244,5,88,Monday
2019-10-29,20,60,81,0,10289,3,83,Tuesday
2019-10-30,30,45,79,0,10293,33,82,Wednesday
2019-10-31,25,34,83,0,10258,50,82,Thursday
2019-11-01,35,76,0,35,10158,20,92,Friday
2019-11-02,55,132,38,116,9904,45,80,Saturday
2019-11-03,26,105,21,135,9863,26,91,Sunday
2019-11-04,30,103,17,32,9909,22,92,Monday
2019-11-05,17,92,1,43,9999,49,92,Tuesday
2019-11-06,16,84,34,3,10034,57,87,Wednesday
2019-11-07,38,78,6,56,10015,27,89,Thursday
2019-11-08,21,49,80,0,10079,33,90,Friday
2019-11-09,40,68,27,2,10077,37,83,Saturday
2019-11-10,13,24,78,0,10149,1,90,Sunday
2019-11-11,47,52,2,83,10119,33,89,Monday
2019-11-12,50,52,27,52,9999,57,85,Tuesday
2019-11-13,34,60,17,87,10004,50,91,Wednesday
2019-11-14,35,57,5,0,10044,62,84,Thursday
2019-11-15,31,43,4,0,10052,20,86,Friday
2019-11-16,17,39,2,0,10110,15,88,Saturday
2019-11-17,20,47,46,12,10128,31,86,Sunday
2019-11-18,30,66,0,54,10109,47,88,Monday
2019-11-19,22,46,23,20,10194,2,88,Tuesday
2019-11-20,22,15,63,0,10193,3,91,Wednesday
2019-11-21,38,30,32,0,10130,33,86,Thursday
2019-11-22,42,67,50,3,10046,58,85,Friday
2019-11-23,40,60,6,0,10021,57,82,Saturday
2019-11-24,17,48,49,0,10092,1,94,Sunday
2019-11-25,27,72,37,0,10094,1,93,Monday
2019-11-26,35,96,0,19,10052,31,92,Tuesday
2019-11-27,53,104,6,116,9939,56,88,Wednesday
2019-11-28,47,93,0,142,10016,39,90,Thursday
2019-11-29,18,43,33,1,10210,57,82,Friday
2019-11-30,10,9,62,-1,10242,8,91,Saturday
2019-12-01,18,2,49,0,10241,3,94,Sunday
2019-12-02,18,45,24,29,10290,37,91,Monday
2019-12-03,26,49,69,0,10290,5,88,Tuesday
2019-12-04,16,13,66,0,10244,1,93,Wednesday
2019-12-05,36,16,0,1,10210,1,97,Thursday
2019-12-06,68,66,0,155,10124,26,92,Friday
2019-12-07,45,94,0,2,10134,61,82,Saturday
2019-12-08,72,93,20,47,10073,28,79,Sunday
2019-12-09,40,65,15,52,10216,50,80,Monday
2019-12-10,53,53,58,-1,10242,65,76,Tuesday
2019-12-11,39,64,3,41,10086,50,91,Wednesday
2019-12-12,52,45,62,19,10014,57,85,Thursday
2019-12-13,42,48,0,55,9832,45,90,Friday
2019-12-14,52,60,15,57,9969,57,78,Saturday
2019-12-15,62,72,30,18,10050,58,77,Sunday
2019-12-16,31,70,0,8,10050,27,91,Monday
2019-12-17,38,99,13,9,10081,6,84,Tuesday
2019-12-18,36,68,39,0,10160,48,88,Wednesday
2019-12-19,46,106,59,11,10109,61,81,Thursday
2019-12-20,54,103,4,10,9948,61,76,Friday
2019-12-21,46,72,2,2,9898,65,84,Saturday
2019-12-22,40,78,0,78,9947,50,92,Sunday
2019-12-23,40,79,13,3,10128,59,85,Monday
2019-12-24,44,83,0,90,10127,35,88,Tuesday
2019-12-25,23,78,28,18,10258,57,86,Wednesday
2019-12-26,28,58,0,4,10256,19,90,Thursday
2019-12-27,29,33,63,14,10384,25,87,Friday
2019-12-28,19,-1,47,0,10404,12,94,Saturday
2019-12-29,25,12,12,0,10383,50,84,Sunday
2019-12-30,36,46,61,0,10326,60,64,Monday
2019-12-31,16,42,58,0,10360,0,93,Tuesday
2020-01-01,27,8,0,0,10345,0,99,Wednesday
2020-01-02,41,39,0,0,10286,2,95,Thursday
2020-01-03,46,76,0,45,10278,21,88,Friday
2020-01-04,35,67,0,11,10336,35,88,Saturday
2020-01-05,31,69,0,1,10343,57,87,Sunday
2020-01-06,41,60,35,3,10297,34,82,Monday
2020-01-07,44,66,3,-1,10263,6,91,Tuesday
2020-01-08,39,104,0,35,10230,19,94,Wednesday
2020-01-09,52,115,0,60,10186,12,92,Thursday
2020-01-10,32,68,13,6,10308,56,86,Friday
2020-01-11,51,60,18,0,10309,65,78,Saturday
2020-01-12,52,75,0,18,10218,24,83,Sunday
2020-01-13,53,78,33,-1,10206,56,85,Monday
2020-01-14,74,106,0,100,10048,47,84,Tuesday
2020-01-15,60,94,0,35,10214,61,78,Wednesday
2020-01-16,40,72,71,0,10248,50,85,Thursday
2020-01-17,46,83,8,7,10188,43,79,Friday
2020-01-18,33,45,40,23,10310,58,84,Saturday
2020-01-19,23,35,51,-1,10472,2,87,Sunday
2020-01-20,13,29,3,0,10481,0,94,Monday
2020-01-21,20,7,0,0,10443,1,98,Tuesday
2020-01-22,15,44,0,4,10380,3,98,Wednesday
2020-01-23,15,37,16,4,10361,1,95,Thursday
2020-01-24,23,23,2,0,10258,13,93,Friday
2020-01-25,29,20,0,0,10224,3,92,Saturday
2020-01-26,40,55,45,8,10181,2,89,Sunday
2020-01-27,47,82,7,84,10086,41,89,Monday
2020-01-28,58,54,28,52,9988,44,81,Tuesday
2020-01-29,49,60,21,7,10105,62,77,Wednesday
2020-01-30,58,85,7,9,10097,20,87,Thursday
2020-01-31,64,109,0,1,10084,60,87,Friday
2020-02-01,65,106,19,2,10086,50,79,Saturday
2020-02-02,46,89,0,70,10095,28,86,Sunday
2020-02-03,48,92,12,23,10127,57,79,Monday
2020-02-04,38,51,21,64,10295,20,84,Tuesday
2020-02-05,18,48,56,0,10371,4,82,Wednesday
2020-02-06,15,50,54,0,10338,31,87,Thursday
2020-02-07,38,39,83,0,10298,3,78,Friday
2020-02-08,39,70,3,9,10191,36,85,Saturday
2020-02-09,98,100,0,186,10152,50,79,Sunday
2020-02-10,86,80,20,28,9987,57,69,Monday
2020-02-11,80,63,23,3,10078,67,56,Tuesday
2020-02-12,56,55,36,1,10151,66,66,Wednesday
2020-02-13,41,57,6,143,10130,57,87,Thursday
2020-02-14,37,73,15,3,10213,59,79,Friday
2020-02-15,68,106,7,1,10192,64,75,Saturday
2020-02-16,95,121,0,126,10047,56,78,Sunday
2020-02-17,72,81,55,42,10152,61,73,Monday
2020-02-18,67,76,60,53,10197,58,73,Tuesday
2020-02-19,49,62,43,44,10199,61,76,Wednesday
2020-02-20,68,82,15,57,10175,56,80,Thursday
2020-02-21,61,73,15,0,10242,64,73,Friday
2020-02-22,79,92,1,9,10196,60,77,Saturday
2020-02-23,63,87,7,317,10230,23,82,Sunday
2020-02-24,60,76,0,101,10231,39,85,Monday
2020-02-25,52,66,60,35,10016,57,72,Tuesday
2020-02-26,30,34,24,104,10055,21,86,Wednesday
2020-02-27,27,27,0,50,10110,56,89,Thursday
2020-02-28,50,46,14,81,10155,32,83,Friday
2020-02-29,75,87,29,17,9972,56,75,Saturday
2020-03-01,67,66,44,-1,9917,70,72,Sunday
2020-03-02,31,55,0,87,9966,44,90,Monday
2020-03-03,33,44,70,27,10076,57,83,Tuesday
2020-03-04,26,65,61,9,10103,45,79,Wednesday
2020-03-05,42,55,0,118,10048,42,90,Thursday
2020-03-06,40,62,11,19,10116,56,80,Friday
2020-03-07,41,66,64,0,10176,13,76,Saturday
2020-03-08,55,87,8,6,10139,56,82,Sunday
2020-03-09,45,78,47,37,10134,59,80,Monday
2020-03-10,70,101,0,164,10074,36,92,Tuesday
2020-03-11,49,110,40,80,10115,36,85,Wednesday
2020-03-12,73,84,73,47,10110,60,66,Thursday
2020-03-13,42,66,22,54,10212,3,81,Friday
2020-03-14,41,67,56,5,10210,0,80,Saturday
2020-03-15,47,96,7,0,10151,66,78,Sunday
2020-03-16,18,75,67,0,10263,29,82,Monday
2020-03-17,40,86,81,0,10295,4,68,Tuesday
2020-03-18,40,105,27,0,10265,70,64,Wednesday
2020-03-19,26,85,0,0,10266,16,87,Thursday
2020-03-20,46,67,3,-1,10297,67,75,Friday
2020-03-21,63,46,111,0,10302,68,61,Saturday
2020-03-22,62,46,113,0,10324,75,50,Sunday
2020-03-23,58,47,113,0,10336,78,43,Monday
2020-03-24,45,49,113,0,10323,75,44,Tuesday
2020-03-25,39,55,115,0,10292,70,44,Wednesday
2020-03-26,48,66,115,0,10248,72,40,Thursday
2020-03-27,47,85,115,0,10227,63,54,Friday
2020-03-28,58,74,109,-1,10284,62,64,Saturday
2020-03-29,67,47,107,-1,10363,64,51,Sunday
2020-03-30,23,38,43,20,10354,58,78,Monday
2020-03-31,33,41,120,0,10328,65,62,Tuesday
2020-04-01,16,39,66,0,10269,65,73,Wednesday
2020-04-02,37,70,28,-1,10171,57,74,Thursday
2020-04-03,25,66,34,-1,10217,60,74,Friday
2020-04-04,32,73,120,0,10248,50,59,Saturday
2020-04-05,50,126,123,0,10230,71,47,Sunday
2020-04-06,39,143,91,1,10275,66,57,Monday
2020-04-07,26,122,122,0,10324,2,65,Tuesday
2020-04-08,17,150,110,0,10273,56,65,Wednesday
2020-04-09,28,133,100,0,10277,18,65,Thursday
2020-04-10,28,115,125,0,10282,67,58,Friday
2020-04-11,18,122,125,0,10260,65,54,Saturday
2020-04-12,20,140,91,1,10188,56,61,Sunday
2020-04-13,58,78,68,-1,10269,69,55,Monday
2020-04-14,23,60,27,-1,10283,62,67,Tuesday
2020-04-15,15,85,125,0,10263,57,67,Wednesday
2020-04-16,27,130,119,0,10188,60,60,Thursday
2020-04-17,43,109,123,0,10198,67,61,Friday
2020-04-18,25,111,28,10,10168,61,74,Saturday
2020-04-19,47,125,130,-1,10211,66,43,Sunday
2020-04-20,70,127,132,0,10213,73,38,Monday
2020-04-21,74,139,132,0,10200,75,40,Tuesday
2020-04-22,56,152,132,0,10215,77,41,Wednesday
2020-04-23,28,158,134,0,10214,62,47,Thursday
2020-04-24,35,124,118,0,10152,31,64,Friday
2020-04-25,28,98,64,0,10161,64,66,Saturday
2020-04-26,15,90,129,0,10137,4,73,Sunday
2020-04-27,24,124,115,0,10098,1,64,Monday
2020-04-28,30,94,9,17,10062,49,90,Tuesday
2020-04-29,33,117,24,25,10049,15,83,Wednesday
2020-04-30,48,115,71,73,10003,67,70,Thursday
2020-05-01,43,105,48,29,10028,57,77,Friday
2020-05-02,34,103,63,39,10150,15,77,Saturday
2020-05-03,17,110,28,7,10177,1,80,Sunday
2020-05-04,38,108,112,4,10236,50,71,Monday
2020-05-05,36,92,140,0,10249,60,62,Tuesday
2020-05-06,25,106,142,0,10266,32,63,Wednesday
2020-05-07,14,120,140,0,10262,2,66,Thursday
2020-05-08,14,145,108,0,10200,20,62,Friday
2020-05-09,30,171,139,0,10158,1,56,Saturday
2020-05-10,48,129,44,-1,10133,58,68,Sunday
2020-05-11,63,84,112,6,10204,70,53,Monday
2020-05-12,25,77,80,0,10209,35,65,Tuesday
2020-05-13,35,72,72,2,10189,2,66,Wednesday
2020-05-14,33,71,103,0,10221,65,61,Thursday
2020-05-15,21,85,100,0,10240,50,68,Friday
2020-05-16,28,98,67,0,10233,8,71,Saturday
2020-05-17,25,121,112,0,10243,1,63,Sunday
2020-05-18,30,149,124,0,10228,62,65,Monday
2020-05-19,28,166,123,0,10233,65,66,Tuesday
2020-05-20,20,162,115,0,10240,15,72,Wednesday
2020-05-21,21,192,141,0,10224,10,62,Thursday
2020-05-22,44,190,30,2,10190,65,56,Friday
2020-05-23,53,153,99,0,10246,59,60,Saturday
2020-05-24,35,135,18,27,10318,57,78,Sunday
2020-05-25,27,155,126,0,10352,4,72,Monday
2020-05-26,19,163,132,0,10361,2,65,Tuesday
2020-05-27,35,158,131,0,10357,21,67,Wednesday
2020-05-28,40,141,148,0,10359,68,59,Thursday
2020-05-29,30,153,152,0,10316,69,58,Friday
2020-05-30,36,178,144,0,10256,75,48,Saturday
2020-05-31,46,172,152,0,10246,75,52,Sunday
2020-06-01,30,188,122,0,10236,70,51,Monday
2020-06-02,23,201,127,0,10198,67,55,Tuesday
2020-06-03,32,175,104,0,10093,50,70,Wednesday
2020-06-04,37,128,9,30,10001,56,80,Thursday
2020-06-05,38,99,28,161,9972,30,81,Friday
2020-06-06,59,116,82,44,10001,36,69,Saturday
2020-06-07,39,127,35,32,10118,57,78,Sunday
2020-06-08,36,146,109,8,10185,60,73,Monday
2020-06-09,26,133,25,0,10201,68,67,Tuesday
2020-06-10,21,139,27,4,10182,63,76,Wednesday
2020-06-11,28,157,37,28,10135,57,81,Thursday
2020-06-12,37,195,106,67,10098,56,74,Friday
2020-06-13,25,202,124,42,10127,47,76,Saturday
2020-06-14,21,183,10,2,10160,4,83,Sunday
2020-06-15,18,191,41,0,10170,59,69,Monday
2020-06-16,13,179,0,12,10161,45,87,Tuesday
2020-06-17,28,190,78,64,10138,1,77,Wednesday
2020-06-18,25,176,25,100,10138,1,81,Thursday
2020-06-19,25,172,95,0,10196,1,76,Friday
2020-06-20,19,167,89,-1,10217,21,73,Saturday
2020-06-21,35,186,89,0,10213,61,69,Sunday
2020-06-22,23,178,135,0,10262,56,67,Monday
2020-06-23,19,197,153,0,10260,9,64,Tuesday
2020-06-24,34,233,148,0,10240,65,52,Wednesday
2020-06-25,40,240,151,0,10207,75,55,Thursday
2020-06-26,31,242,128,34,10139,24,61,Friday
2020-06-27,36,206,58,21,10094,12,79,Saturday
2020-06-28,52,179,94,1,10125,74,60,Sunday
2020-06-29,58,160,44,-1,10113,70,62,Monday
2020-06-30,51,160,12,126,10086,29,82,Tuesday
2020-07-01,39,179,58,13,10080,64,78,Wednesday
2020-07-02,38,171,57,40,10141,57,75,Thursday
2020-07-03,49,177,74,-1,10164,59,71,Friday
2020-07-04,60,165,1,100,10146,24,90,Saturday
2020-07-05,68,179,40,4,10107,37,77,Sunday
2020-07-06,45,149,69,63,10218,65,71,Monday
2020-07-07,25,146,48,3,10216,4,77,Tuesday
2020-07-08,18,146,0,50,10159,40,94,Wednesday
2020-07-09,38,167,1,71,10136,20,93,Thursday
2020-07-10,31,146,55,24,10215,23,81,Friday
2020-07-11,20,141,126,-1,10276,2,76,Saturday
2020-07-12,18,149,107,0,10293,3,70,Sunday
2020-07-13,16,172,144,0,10267,9,65,Monday
2020-07-14,18,157,5,52,10174,27,84,Tuesday
2020-07-15,20,159,73,-1,10160,8,72,Wednesday
2020-07-16,20,163,9,19,10203,22,86,Thursday
2020-07-17,11,183,28,0,10213,6,81,Friday
2020-07-18,21,194,93,0,10202,1,78,Saturday
2020-07-19,22,179,53,6,10184,2,80,Sunday
2020-07-20,28,161,133,-1,10239,65,69,Monday
2020-07-21,23,145,127,0,10256,7,70,Tuesday
2020-07-22,20,145,109,0,10254,30,71,Wednesday
2020-07-23,27,184,54,0,10207,65,63,Thursday
2020-07-24,28,185,41,6,10131,57,75,Friday
2020-07-25,35,184,10,42,10119,47,85,Saturday
2020-07-26,37,187,115,18,10154,64,72,Sunday
2020-07-27,34,184,16,-1,10153,65,74,Monday
2020-07-28,40,179,73,1,10164,62,66,Tuesday
2020-07-29,29,162,92,0,10211,65,66,Wednesday
2020-07-30,20,183,132,0,10216,59,66,Thursday
2020-07-31,33,245,143,0,10185,65,53,Friday
2020-08-01,25,206,57,4,10156,57,78,Saturday
2020-08-02,25,168,79,0,10160,59,75,Sunday
2020-08-03,21,154,22,3,10163,11,78,Monday
2020-08-04,23,164,122,0,10178,4,64,Tuesday
2020-08-05,32,206,130,0,10161,65,58,Wednesday
2020-08-06,17,223,135,0,10197,65,62,Thursday
2020-08-07,18,247,139,0,10202,65,59,Friday
2020-08-08,21,264,97,0,10198,62,55,Saturday
2020-08-09,34,267,98,-1,10186,70,57,Sunday
2020-08-10,31,261,90,0,10160,70,57,Monday
2020-08-11,32,270,118,0,10156,75,57,Tuesday
2020-08-12,24,263,79,3,10148,61,64,Wednesday
2020-08-13,19,251,58,2,10121,24,71,Thursday
2020-08-14,22,233,81,1,10142,15,78,Friday
2020-08-15,17,225,72,4,10152,20,79,Saturday
2020-08-16,22,225,57,297,10128,1,79,Sunday
2020-08-17,17,189,36,11,10101,0,88,Monday
2020-08-18,25,183,105,1,10114,1,80,Tuesday
2020-08-19,32,213,89,-1,10109,7,71,Wednesday
2020-08-20,32,232,46,35,10081,65,78,Thursday
2020-08-21,41,239,99,-1,10115,61,60,Friday
2020-08-22,55,192,73,27,10143,63,72,Saturday
2020-08-23,41,176,70,81,10162,60,78,Sunday
2020-08-24,33,165,59,73,10149,56,79,Monday
2020-08-25,49,170,12,21,10138,58,81,Tuesday
2020-08-26,65,161,8,95,10175,45,84,Wednesday
2020-08-27,24,160,13,14,10175,26,85,Thursday
2020-08-28,41,161,62,145,10018,56,82,Friday
2020-08-29,34,149,65,14,10069,57,86,Saturday
2020-08-30,38,153,26,57,10171,2,88,Sunday
2020-08-31,22,145,46,0,10210,6,76,Monday
2020-09-01,16,135,50,0,10209,29,80,Tuesday
2020-09-02,13,148,102,0,10198,3,78,Wednesday
2020-09-03,38,163,0,122,10185,32,89,Thursday
2020-09-04,33,173,44,21,10206,57,79,Friday
2020-09-05,29,148,68,86,10195,12,78,Saturday
2020-09-06,22,142,88,12,10223,1,79,Sunday
2020-09-07,28,155,98,0,10235,2,77,Monday
2020-09-08,32,173,0,-1,10253,56,88,Tuesday
2020-09-09,30,168,0,5,10235,9,90,Wednesday
2020-09-10,10,132,72,0,10240,2,79,Thursday
2020-09-11,15,137,99,0,10184,10,81,Friday
2020-09-12,26,142,33,0,10232,4,85,Saturday
2020-09-13,25,164,100,0,10255,2,84,Sunday
2020-09-14,14,186,115,0,10251,3,77,Monday
2020-09-15,14,212,113,0,10201,2,77,Tuesday
2020-09-16,40,184,75,0,10281,8,81,Wednesday
2020-09-17,37,135,112,0,10301,21,67,Thursday
2020-09-18,44,145,114,0,10270,71,60,Friday
2020-09-19,28,154,114,0,10212,70,60,Saturday
2020-09-20,29,149,114,0,10186,68,63,Sunday
2020-09-21,15,149,114,0,10179,1,76,Monday
2020-09-22,11,141,112,0,10134,0,76,Tuesday
2020-09-23,34,162,29,80,10055,12,84,Wednesday
2020-09-24,45,137,62,67,10021,57,79,Thursday
2020-09-25,52,109,47,44,9947,60,86,Friday
2020-09-26,34,128,72,110,10009,50,82,Saturday
2020-09-27,36,142,13,34,10082,44,85,Sunday
2020-09-28,22,128,0,28,10120,19,96,Monday
2020-09-29,17,151,35,28,10162,3,86,Tuesday
2020-09-30,23,153,22,17,10154,11,92,Wednesday
2020-10-01,35,131,5,76,10053,17,93,Thursday
2020-10-02,42,129,5,1,9980,31,84,Friday
2020-10-03,33,126,2,66,9902,50,91,Saturday
2020-10-04,53,119,36,17,9946,56,80,Sunday
2020-10-05,51,122,6,58,9986,58,85,Monday
2020-10-06,47,128,19,87,10001,37,89,Tuesday
2020-10-07,33,124,17,41,10158,56,86,Wednesday
2020-10-08,45,131,0,134,10173,35,91,Thursday
2020-10-09,25,118,34,52,10178,60,84,Friday
2020-10-10,29,87,46,99,10192,8,86,Saturday
2020-10-11,25,94,62,44,10212,58,87,Sunday
2020-10-12,19,94,44,-1,10210,5,87,Monday
2020-10-13,33,96,74,0,10171,59,84,Tuesday
2020-10-14,37,92,21,0,10203,58,80,Wednesday
2020-10-15,32,94,11,0,10234,65,74,Thursday
2020-10-16,20,83,58,0,10244,57,81,Friday
2020-10-17,9,71,28,-1,10220,1,89,Saturday
2020-10-18,15,88,27,0,10223,0,90,Sunday
2020-10-19,20,94,8,2,10220,47,85,Monday
2020-10-20,40,117,0,3,10112,65,83,Tuesday
2020-10-21,58,154,11,86,10068,44,82,Wednesday
2020-10-22,39,139,48,5,10118,65,82,Thursday
2020-10-23,29,120,28,-1,10115,1,90,Friday
2020-10-24,54,139,6,2,10105,58,83,Saturday
2020-10-25,46,121,3,41,10013,50,85,Sunday
2020-10-26,46,104,45,1,10014,65,80,Monday
2020-10-27,54,101,9,18,10036,50,86,Tuesday
2020-10-28,45,100,15,116,10062,59,88,Wednesday
2020-10-29,43,107,24,76,10154,39,87,Thursday
2020-10-30,55,143,2,26,10216,27,91,Friday
2020-10-31,45,135,17,27,10215,26,85,Saturday
2020-11-01,52,143,9,38,10136,47,86,Sunday
2020-11-02,67,158,8,20,10162,40,81,Monday
2020-11-03,47,92,52,6,10248,63,79,Tuesday
2020-11-04,20,67,80,0,10378,4,85,Wednesday
2020-11-05,13,64,46,0,10395,7,89,Thursday
2020-11-06,25,84,65,0,10365,50,84,Friday
2020-11-07,20,68,75,0,10250,1,85,Saturday
2020-11-08,17,84,15,-1,10224,2,90,Sunday
2020-11-09,18,121,49,0,10235,25,90,Monday
2020-11-10,14,124,43,-1,10262,1,93,Tuesday
2020-11-11,27,114,2,0,10261,2,93,Wednesday
2020-11-12,40,102,25,124,10185,50,86,Thursday
2020-11-13,34,95,14,2,10181,56,92,Friday
2020-11-14,38,124,14,15,10161,22,86,Saturday
2020-11-15,61,127,15,77,10082,60,78,Sunday
2020-11-16,48,102,13,23,10191,43,85,Monday
2020-11-17,56,120,3,1,10243,43,87,Tuesday
2020-11-18,52,128,70,3,10242,56,75,Wednesday
2020-11-19,37,82,23,70,10322,43,81,Thursday
2020-11-20,26,60,10,1,10347,65,75,Friday
2020-11-21,53,87,0,3,10300,56,87,Saturday
2020-11-22,31,89,24,32,10258,26,86,Sunday
2020-11-23,24,61,67,0,10289,59,81,Monday
2020-11-24,34,79,20,0,10250,50,89,Tuesday
2020-11-25,35,67,46,0,10185,58,86,Wednesday
2020-11-26,14,88,0,53,10212,19,96,Thursday
2020-11-27,22,63,0,27,10205,7,96,Friday
2020-11-28,33,42,0,0,10247,5,95,Saturday
2020-11-29,23,9,28,0,10281,10,92,Sunday
2020-11-30,34,24,0,89,10273,1,96,Monday
2020-12-01,41,81,3,72,10211,40,87,Tuesday
2020-12-02,19,58,0,-1,10209,44,92,Wednesday
2020-12-03,48,55,0,37,10066,42,91,Thursday
2020-12-04,57,50,10,12,9913,62,78,Friday
2020-12-05,22,13,56,0,10017,62,88,Saturday
2020-12-06,17,18,0,-1,10019,34,93,Sunday
2020-12-07,33,42,2,83,10015,27,94,Monday
2020-12-08,11,18,3,0,10077,5,95,Tuesday
2020-12-09,30,8,0,-1,10098,0,98,Wednesday
2020-12-10,30,6,31,0,10072,28,92,Thursday
2020-12-11,46,26,0,13,10001,22,91,Friday
2020-12-12,20,65,0,12,10047,2,98,Saturday
2020-12-13,34,69,2,13,10096,3,90,Sunday
2020-12-14,45,96,8,32,10062,45,89,Monday
2020-12-15,30,87,4,6,10146,0,94,Tuesday
2020-12-16,37,72,61,1,10157,1,93,Wednesday
2020-12-17,43,89,8,42,10204,57,89,Thursday
2020-12-18,47,79,53,0,10202,60,86,Friday
2020-12-19,48,83,23,3,10141,60,88,Saturday
2020-12-20,43,86,18,0,10185,64,87,Sunday
2020-12-21,46,79,0,212,10184,29,94,Monday
2020-12-22,39,106,0,56,10146,18,92,Tuesday
2020-12-23,33,109,3,167,10130,3,95,Wednesday
2020-12-24,37,54,7,36,10206,56,85,Thursday
2020-12-25,23,32,60,-1,10259,40,86,Friday
2020-12-26,56,45,3,12,10248,47,89,Saturday
2020-12-27,81,50,0,130,9988,37,90,Sunday
2020-12-28,26,36,27,50,9796,11,91,Monday
2020-12-29,26,37,7,42,9953,11,93,Tuesday
2020-12-30,31,42,32,9,10027,58,89,Wednesday
2020-12-31,12,21,3,29,10058,1,95,Thursday
2021-01-01,21,30,9,0,10113,0,92,Friday
2021-01-02,18,36,0,3,10153,11,96,Saturday
2021-01-03,35,33,0,1,10176,27,86,Sunday
2021-01-04,53,28,0,11,10187,60,87,Monday
2021-01-05,41,29,0,1,10185,60,89,Tuesday
2021-01-06,26,24,0,1,10181,58,86,Wednesday
2021-01-07,23,26,0,79,10141,50,94,Thursday
2021-01-08,13,11,27,4,10213,4,95,Friday
2021-01-09,12,-6,54,5,10253,4,93,Saturday
2021-01-10,24,16,24,-1,10250,38,89,Sunday
2021-01-11,54,50,0,12,10208,31,89,Monday
2021-01-12,37,52,41,159,10165,46,85,Tuesday
2021-01-13,33,43,42,8,10175,47,79,Wednesday
2021-01-14,33,12,15,0,10238,65,82,Thursday
2021-01-15,16,12,0,0,10305,65,78,Friday
2021-01-16,35,8,0,29,10295,13,83,Saturday
2021-01-17,22,34,21,22,10232,10,93,Sunday
2021-01-18,41,48,2,2,10226,59,90,Monday
2021-01-19,73,77,2,156,10135,34,88,Tuesday
2021-01-20,64,90,4,-1,10006,66,71,Wednesday
2021-01-21,70,70,38,118,9900,37,78,Thursday
2021-01-22,39,40,33,9,9961,63,88,Friday
2021-01-23,28,32,9,4,9950,57,88,Saturday
2021-01-24,23,24,32,1,9994,63,84,Sunday
2021-01-25,28,23,57,29,10091,25,83,Monday
2021-01-26,38,45,35,9,10176,57,81,Tuesday
2021-01-27,37,47,0,13,10146,24,93,Wednesday
2021-01-28,28,51,0,102,10092,1,97,Thursday
2021-01-29,51,74,3,100,10022,8,87,Friday
2021-01-30,53,4,3,0,10047,59,79,Saturday
2021-01-31,34,-15,71,-1,10058,47,82,Sunday
2021-02-01,22,10,0,2,10032,16,93,Monday
2021-02-02,31,50,0,50,10030,16,95,Tuesday
2021-02-03,33,86,0,150,10042,50,93,Wednesday
2021-02-04,30,66,20,4,10138,56,90,Thursday
2021-02-05,20,68,11,19,10116,2,93,Friday
2021-02-06,59,26,0,36,10111,9,92,Saturday
2021-02-07,80,-41,0,43,10029,9,83,Sunday
2021-02-08,49,-56,0,10,10060,21,80,Monday
2021-02-09,27,-44,51,-1,10102,61,79,Tuesday
2021-02-10,28,-37,71,-1,10253,70,79,Wednesday
2021-02-11,18,-48,89,0,10331,4,78,Thursday
2021-02-12,47,-58,89,-1,10388,61,75,Friday
2021-02-13,38,-52,89,0,10406,69,66,Saturday
2021-02-14,54,-6,90,0,10389,80,53,Sunday
2021-02-15,48,29,0,47,10277,25,83,Monday
2021-02-16,38,73,21,12,10203,32,87,Tuesday
2021-02-17,50,95,6,-1,10152,58,82,Wednesday
2021-02-18,47,81,2,60,10139,60,83,Thursday
2021-02-19,41,71,60,0,10156,62,82,Friday
2021-02-20,46,117,84,-1,10125,70,73,Saturday
2021-02-21,32,107,91,0,10138,70,73,Sunday
2021-02-22,33,122,39,-1,10244,69,60,Monday
2021-02-23,42,134,64,0,10291,64,72,Tuesday
2021-02-24,42,137,91,0,10289,64,69,Wednesday
2021-02-25,30,114,67,-1,10316,62,76,Thursday
2021-02-26,24,65,97,-1,10389,28,78,Friday
2021-02-27,13,43,51,0,10421,0,90,Saturday
2021-02-28,20,40,88,0,10405,1,89,Sunday
2021-03-01,35,55,53,0,10355,20,85,Monday
2021-03-02,23,63,100,0,10317,22,80,Tuesday
2021-03-03,16,45,60,0,10288,7,91,Wednesday
2021-03-04,28,42,0,-1,10243,7,83,Thursday
2021-03-05,28,19,100,0,10349,64,73,Friday
2021-03-06,18,7,71,0,10356,60,79,Saturday
2021-03-07,13,14,4,0,10299,56,78,Sunday
2021-03-08,27,54,30,28,10239,56,73,Monday
2021-03-09,26,51,2,17,10190,14,87,Tuesday
2021-03-10,50,57,0,36,10185,26,84,Wednesday
2021-03-11,89,94,17,16,10019,50,75,Thursday
2021-03-12,68,71,25,26,10051,61,78,Friday
2021-03-13,77,69,19,77,10007,39,75,Saturday
2021-03-14,41,67,27,23,10117,61,78,Sunday
2021-03-15,41,66,33,30,10219,56,82,Monday
2021-03-16,22,56,2,52,10254,61,87,Tuesday
2021-03-17,36,50,28,4,10289,58,83,Wednesday
2021-03-18,24,44,10,-1,10280,57,85,Thursday
2021-03-19,39,46,107,0,10299,65,74,Friday
2021-03-20,23,43,53,2,10311,50,82,Saturday
