date,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity,weekday
2017-01-01,39,5,0,19,10234,3,97,Sunday
2017-01-02,22,30,43,5,10255,25,87,Monday
2017-01-03,43,50,5,7,10254,61,85,Tuesday
2017-01-04,47,58,33,18,10234,57,75,Wednesday
2017-01-05,23,0,58,-1,10404,65,81,Thursday
2017-01-06,27,-30,62,0,10415,65,77,Friday
2017-01-07,32,-2,0,52,10347,1,97,Saturday
2017-01-08,14,43,0,0,10320,2,97,Sunday
2017-01-09,39,48,0,48,10295,2,97,Monday
2017-01-10,29,53,10,38,10112,47,94,Tuesday
2017-01-11,63,72,28,5,10100,46,77,Wednesday
2017-01-12,47,52,14,143,10097,9,80,Thursday
2017-01-13,49,31,32,96,10068,9,81,Friday
2017-01-14,33,18,23,51,10175,49,87,Saturday
2017-01-15,16,7,33,0,10239,50,91,Sunday
2017-01-16,18,-16,18,-1,10348,4,95,Monday
2017-01-17,18,-34,36,0,10402,3,90,Tuesday
2017-01-18,13,-38,18,-1,10412,6,95,Wednesday
2017-01-19,13,-20,67,0,10391,28,86,Thursday
2017-01-20,20,-3,71,0,10366,56,71,Friday
2017-01-21,23,-2,75,0,10329,39,87,Saturday
2017-01-22,11,-17,75,0,10281,33,87,Sunday
2017-01-23,20,16,2,-1,10282,1,91,Monday
2017-01-24,20,8,0,3,10315,1,99,Tuesday
2017-01-25,24,-11,0,0,10319,22,86,Wednesday
2017-01-26,31,-28,65,0,10281,57,82,Thursday
2017-01-27,35,8,57,0,10189,56,75,Friday
2017-01-28,36,54,16,-1,10166,62,72,Saturday
2017-01-29,38,47,5,36,10171,56,90,Sunday
2017-01-30,37,49,0,65,10150,20,93,Monday
2017-01-31,23,37,8,0,10180,56,84,Tuesday
2017-02-01,48,34,0,12,10173,43,87,Wednesday
2017-02-02,44,86,31,10,10086,47,87,Thursday
2017-02-03,33,86,15,1,10034,61,83,Friday
2017-02-04,26,57,2,83,10005,18,91,Saturday
2017-02-05,21,44,41,-1,10116,2,92,Sunday
2017-02-06,18,43,0,0,10199,31,91,Monday
2017-02-07,42,24,0,25,10193,21,93,Tuesday
2017-02-08,38,0,0,2,10292,21,92,Wednesday
2017-02-09,40,-16,0,-1,10296,38,83,Thursday
2017-02-10,34,-23,0,2,10254,20,85,Friday
2017-02-11,33,-4,0,45,10223,6,90,Saturday
2017-02-12,50,7,45,3,10296,25,87,Sunday
2017-02-13,55,22,87,0,10299,40,76,Monday
2017-02-14,38,38,87,0,10312,58,68,Tuesday
2017-02-15,28,74,75,-1,10327,59,74,Wednesday
2017-02-16,36,68,7,5,10306,11,91,Thursday
2017-02-17,29,70,2,6,10281,23,91,Friday
2017-02-18,22,56,49,0,10280,2,88,Saturday
2017-02-19,34,62,4,6,10231,20,89,Sunday
2017-02-20,48,91,0,53,10194,23,95,Monday
2017-02-21,44,96,54,3,10159,50,81,Tuesday
2017-02-22,63,95,0,175,10076,50,91,Wednesday
2017-02-23,83,80,2,145,10039,34,85,Thursday
2017-02-24,32,45,68,6,10201,56,78,Friday
2017-02-25,53,58,5,7,10200,58,77,Saturday
2017-02-26,53,87,0,21,10111,38,86,Sunday
2017-02-27,62,87,3,138,10050,50,78,Monday
2017-02-28,63,47,21,28,9938,59,81,Tuesday
2017-03-01,37,63,38,35,10005,36,85,Wednesday
2017-03-02,62,66,11,84,10138,41,77,Thursday
2017-03-03,39,59,14,11,10134,62,79,Friday
2017-03-04,32,92,6,61,9945,34,82,Saturday
2017-03-05,54,69,42,38,9975,61,83,Sunday
2017-03-06,21,60,43,23,10086,49,88,Monday
2017-03-07,25,67,16,1,10194,41,86,Tuesday
2017-03-08,38,59,2,137,10184,4,94,Wednesday
2017-03-09,40,77,45,1,10268,1,86,Thursday
2017-03-10,19,65,80,0,10290,2,75,Friday
2017-03-11,21,73,64,0,10248,65,73,Saturday
2017-03-12,33,79,98,0,10189,65,66,Sunday
2017-03-13,23,65,81,0,10314,58,83,Monday
2017-03-14,33,88,45,0,10318,50,85,Tuesday
2017-03-15,19,90,84,0,10331,56,74,Wednesday
2017-03-16,27,94,109,0,10287,50,76,Thursday
2017-03-17,49,83,42,57,10172,44,70,Friday
2017-03-18,43,97,1,62,10098,33,92,Saturday
2017-03-19,59,113,7,2,10089,26,86,Sunday
2017-03-20,62,103,0,94,10069,30,91,Monday
2017-03-21,42,75,88,-1,10133,63,69,Tuesday
2017-03-22,38,63,85,0,10145,70,69,Wednesday
2017-03-23,45,82,109,0,10248,60,70,Thursday
2017-03-24,47,84,110,0,10331,50,69,Friday
2017-03-25,44,85,105,0,10329,67,55,Saturday
2017-03-26,35,80,73,0,10265,60,78,Sunday
2017-03-27,26,92,115,0,10245,56,68,Monday
2017-03-28,28,113,114,1,10224,61,67,Tuesday
2017-03-29,45,126,12,-1,10245,63,77,Wednesday
2017-03-30,37,157,61,0,10242,70,64,Thursday
2017-03-31,35,145,55,14,10165,2,71,Friday
2017-04-01,20,108,2,-1,10146,1,87,Saturday
2017-04-02,23,103,98,0,10268,0,82,Sunday
2017-04-03,15,81,48,0,10286,6,87,Monday
2017-04-04,18,98,66,0,10262,3,76,Tuesday
2017-04-05,35,92,52,0,10280,12,75,Wednesday
2017-04-06,30,81,26,-1,10299,62,73,Thursday
2017-04-07,26,105,15,0,10267,62,75,Friday
2017-04-08,13,96,50,0,10260,56,76,Saturday
2017-04-09,22,117,123,0,10244,5,68,Sunday
2017-04-10,34,98,53,0,10256,61,71,Monday
2017-04-11,33,96,86,0,10263,17,69,Tuesday
2017-04-12,42,98,9,8,10202,56,82,Wednesday
2017-04-13,33,93,77,-1,10169,65,73,Thursday
2017-04-14,32,99,24,-1,10166,59,71,Friday
2017-04-15,45,96,47,34,10177,50,73,Saturday
2017-04-16,29,79,34,29,10198,59,76,Sunday
2017-04-17,35,65,74,86,10233,59,74,Monday
2017-04-18,32,61,92,-1,10348,65,66,Tuesday
2017-04-19,29,39,71,0,10379,65,65,Wednesday
2017-04-20,23,69,123,0,10375,56,61,Thursday
2017-04-21,36,111,4,8,10315,36,76,Friday
2017-04-22,37,78,78,6,10274,61,70,Saturday
2017-04-23,26,66,55,1,10270,61,75,Sunday
2017-04-24,43,93,34,27,10205,61,73,Monday
2017-04-25,39,59,97,20,10111,60,74,Tuesday
2017-04-26,22,50,86,3,10166,2,76,Wednesday
2017-04-27,28,61,102,2,10172,5,71,Thursday
2017-04-28,25,76,43,19,10173,56,77,Friday
2017-04-29,19,76,72,-1,10187,3,68,Saturday
2017-04-30,61,123,113,0,10156,75,50,Sunday
2017-05-01,31,117,8,9,10166,56,70,Monday
2017-05-02,23,100,20,47,10194,6,87,Tuesday
2017-05-03,33,107,24,35,10215,39,85,Wednesday
2017-05-04,51,104,27,-1,10226,58,78,Thursday
2017-05-05,35,89,3,-1,10222,56,81,Friday
2017-05-06,41,128,112,0,10166,29,73,Saturday
2017-05-07,33,117,23,0,10194,47,79,Sunday
2017-05-08,39,97,64,-1,10250,57,72,Monday
2017-05-09,23,80,69,0,10247,27,71,Tuesday
2017-05-10,18,90,95,0,10144,3,68,Wednesday
2017-05-11,35,154,119,3,10036,65,62,Thursday
2017-05-12,29,155,27,125,10053,3,82,Friday
2017-05-13,27,140,21,100,10164,2,87,Saturday
2017-05-14,31,134,90,19,10260,7,77,Sunday
2017-05-15,25,149,100,-1,10292,36,69,Monday
2017-05-16,26,204,18,-1,10266,65,65,Tuesday
2017-05-17,28,223,77,0,10237,60,61,Wednesday
2017-05-18,33,165,11,3,10131,47,82,Thursday
2017-05-19,46,136,7,1,10152,56,77,Friday
2017-05-20,28,125,99,12,10252,56,77,Saturday
2017-05-21,19,144,109,0,10273,16,68,Sunday
2017-05-22,19,176,127,0,10222,60,65,Monday
2017-05-23,30,161,119,0,10236,50,69,Tuesday
2017-05-24,26,159,82,0,10252,57,75,Wednesday
2017-05-25,25,174,146,0,10258,22,73,Thursday
2017-05-26,37,203,148,0,10236,65,60,Friday
2017-05-27,37,229,136,0,10182,70,57,Saturday
2017-05-28,26,205,121,0,10190,65,64,Sunday
2017-05-29,31,219,97,3,10160,22,71,Monday
2017-05-30,39,183,40,0,10185,37,76,Tuesday
2017-05-31,30,174,119,0,10237,63,69,Wednesday
2017-06-01,20,166,152,0,10238,65,61,Thursday
2017-06-02,18,198,103,0,10185,65,62,Friday
2017-06-03,23,184,54,21,10134,57,76,Saturday
2017-06-04,30,154,114,0,10165,57,68,Sunday
2017-06-05,40,171,71,0,10158,65,58,Monday
2017-06-06,66,141,25,105,10025,57,75,Tuesday
2017-06-07,62,140,45,51,10150,60,71,Wednesday
2017-06-08,43,168,47,3,10150,58,73,Thursday
2017-06-09,41,165,75,212,10167,57,76,Friday
2017-06-10,30,178,107,0,10198,58,70,Saturday
2017-06-11,32,199,50,-1,10179,65,66,Sunday
2017-06-12,41,161,24,-1,10179,67,69,Monday
2017-06-13,26,163,87,0,10208,60,70,Tuesday
2017-06-14,17,174,151,0,10213,7,65,Wednesday
2017-06-15,35,200,114,0,10154,61,65,Thursday
2017-06-16,35,162,37,0,10254,63,68,Friday
2017-06-17,25,186,55,0,10265,58,74,Saturday
2017-06-18,13,208,128,0,10260,2,72,Sunday
2017-06-19,18,236,152,0,10220,7,64,Monday
2017-06-20,38,216,98,0,10197,58,68,Tuesday
2017-06-21,26,214,127,0,10197,70,61,Wednesday
2017-06-22,43,229,83,13,10129,61,67,Thursday
2017-06-23,43,196,69,0,10156,62,67,Friday
2017-06-24,45,171,0,55,10149,34,90,Saturday
2017-06-25,38,175,7,46,10126,34,84,Sunday
2017-06-26,28,168,105,0,10144,66,65,Monday
2017-06-27,38,173,42,28,10136,57,69,Tuesday
2017-06-28,28,180,2,31,9995,42,91,Wednesday
2017-06-29,22,175,11,1,10007,50,80,Thursday
2017-06-30,26,162,4,42,10058,5,84,Friday
2017-07-01,30,161,20,69,10166,42,87,Saturday
2017-07-02,30,156,62,6,10228,62,78,Sunday
2017-07-03,37,166,83,10,10226,16,76,Monday
2017-07-04,15,186,66,-1,10216,40,72,Tuesday
2017-07-05,19,190,90,0,10195,57,73,Wednesday
2017-07-06,21,199,80,170,10194,1,76,Thursday
2017-07-07,29,206,89,-1,10170,33,80,Friday
2017-07-08,20,186,27,-1,10179,17,81,Saturday
2017-07-09,20,172,133,0,10171,3,69,Sunday
2017-07-10,22,196,48,1,10104,40,73,Monday
2017-07-11,30,177,12,33,10113,58,81,Tuesday
2017-07-12,34,149,41,268,10225,30,84,Wednesday
2017-07-13,10,146,61,0,10238,4,75,Thursday
2017-07-14,29,142,60,176,10201,4,82,Friday
2017-07-15,24,172,38,-1,10225,65,72,Saturday
2017-07-16,28,186,4,12,10226,56,85,Sunday
2017-07-17,23,186,134,-1,10238,63,71,Monday
2017-07-18,35,199,123,0,10226,65,66,Tuesday
2017-07-19,37,235,73,1,10128,65,67,Wednesday
2017-07-20,32,191,28,210,10134,26,84,Thursday
2017-07-21,29,182,131,0,10145,69,63,Friday
2017-07-22,25,194,75,35,10115,50,75,Saturday
2017-07-23,33,160,47,112,10125,11,85,Sunday
2017-07-24,25,161,84,25,10121,39,82,Monday
2017-07-25,33,167,40,83,10120,56,86,Tuesday
2017-07-26,29,190,93,1,10105,59,77,Wednesday
2017-07-27,40,185,47,-1,10074,70,69,Thursday
2017-07-28,52,172,34,17,10121,63,78,Friday
2017-07-29,39,182,9,76,10112,50,87,Saturday
2017-07-30,41,188,85,14,10114,58,76,Sunday
2017-07-31,27,181,64,-1,10146,65,73,Monday
2017-08-01,14,178,26,0,10168,50,76,Tuesday
2017-08-02,27,176,8,30,10175,58,78,Wednesday
2017-08-03,59,190,63,17,10113,60,72,Thursday
2017-08-04,50,183,89,6,10135,58,71,Friday
2017-08-05,24,159,24,18,10197,22,79,Saturday
2017-08-06,21,158,100,0,10230,4,75,Sunday
2017-08-07,22,168,123,0,10213,15,72,Monday
2017-08-08,20,162,10,65,10137,43,87,Tuesday
2017-08-09,33,167,77,-1,10193,49,78,Wednesday
2017-08-10,17,157,3,24,10214,5,86,Thursday
2017-08-11,22,167,39,2,10200,11,75,Friday
2017-08-12,28,168,25,44,10171,2,88,Saturday
2017-08-13,16,162,83,0,10222,3,79,Sunday
2017-08-14,23,179,94,0,10215,58,77,Monday
2017-08-15,17,179,22,15,10190,36,88,Tuesday
2017-08-16,18,176,44,0,10215,0,82,Wednesday
2017-08-17,33,173,8,23,10171,50,89,Thursday
2017-08-18,36,169,19,62,10125,65,82,Friday
2017-08-19,41,154,67,104,10191,57,78,Saturday
2017-08-20,32,158,93,-1,10238,65,75,Sunday
2017-08-21,18,159,19,0,10237,64,80,Monday
2017-08-22,20,182,99,0,10221,60,70,Tuesday
2017-08-23,31,196,74,0,10181,59,72,Wednesday
2017-08-24,28,179,56,-1,10180,60,78,Thursday
2017-08-25,13,169,99,0,10190,29,79,Friday
2017-08-26,15,182,81,0,10170,28,77,Saturday
2017-08-27,13,178,103,0,10196,0,74,Sunday
2017-08-28,13,187,111,0,10194,9,76,Monday
2017-08-29,20,210,75,15,10157,5,79,Tuesday
2017-08-30,28,178,4,88,10103,23,93,Wednesday
2017-08-31,20,144,60,20,10207,29,83,Thursday
2017-09-01,14,147,41,3,10213,58,81,Friday
2017-09-02,15,133,81,0,10212,10,81,Saturday
2017-09-03,14,130,77,0,10195,10,83,Sunday
2017-09-04,23,158,63,0,10170,11,79,Monday
2017-09-05,29,186,18,6,10165,47,86,Tuesday
2017-09-06,38,159,33,37,10172,50,79,Wednesday
2017-09-07,33,156,18,28,10163,57,78,Thursday
2017-09-08,50,151,0,172,10066,50,93,Friday
2017-09-09,25,132,44,125,10013,3,91,Saturday
2017-09-10,50,139,68,9,10028,20,82,Sunday
2017-09-11,64,141,50,95,9977,24,83,Monday
2017-09-12,48,146,96,1,10070,65,75,Tuesday
2017-09-13,70,141,58,125,9996,56,78,Wednesday
2017-09-14,40,117,23,207,10107,50,90,Thursday
2017-09-15,29,125,74,41,10110,65,82,Friday
2017-09-16,18,106,2,139,10123,1,94,Saturday
2017-09-17,14,108,59,-1,10133,1,87,Sunday
2017-09-18,20,120,54,8,10145,5,87,Monday
2017-09-19,16,120,43,-1,10208,1,87,Tuesday
2017-09-20,23,135,35,6,10204,57,83,Wednesday
2017-09-21,23,134,86,0,10202,57,82,Thursday
2017-09-22,13,119,34,8,10239,1,91,Friday
2017-09-23,12,109,102,0,10252,3,82,Saturday
2017-09-24,19,121,90,0,10235,4,87,Sunday
2017-09-25,25,142,13,0,10224,12,89,Monday
2017-09-26,20,132,35,0,10236,1,92,Tuesday
2017-09-27,23,136,64,0,10235,1,88,Wednesday
2017-09-28,23,158,17,11,10219,0,91,Thursday
2017-09-29,28,171,48,166,10212,1,91,Friday
2017-09-30,15,131,9,24,10184,2,94,Saturday
2017-10-01,46,141,29,-1,10184,58,80,Sunday
2017-10-02,50,156,23,6,10119,57,77,Monday
2017-10-03,34,136,59,16,10227,65,75,Tuesday
2017-10-04,42,130,3,28,10220,40,73,Wednesday
2017-10-05,53,129,57,252,10163,36,80,Thursday
2017-10-06,31,116,62,32,10239,59,83,Friday
2017-10-07,42,122,0,159,10223,29,88,Saturday
2017-10-08,18,121,29,1,10209,62,86,Sunday
2017-10-09,21,121,0,104,10206,42,94,Monday
2017-10-10,40,143,9,3,10150,39,88,Tuesday
2017-10-11,60,148,1,2,10142,57,79,Wednesday
2017-10-12,37,134,53,2,10228,65,76,Thursday
2017-10-13,38,153,24,0,10245,47,86,Friday
2017-10-14,30,148,85,0,10258,1,89,Saturday
2017-10-15,28,158,89,0,10244,0,83,Sunday
2017-10-16,29,186,76,0,10204,62,79,Monday
2017-10-17,25,129,5,0,10214,49,86,Tuesday
2017-10-18,17,137,75,0,10166,34,89,Wednesday
2017-10-19,28,157,65,-1,10120,1,84,Thursday
2017-10-20,56,137,17,73,10115,50,81,Friday
2017-10-21,50,132,50,5,10108,65,76,Saturday
2017-10-22,47,108,26,132,10143,48,89,Sunday
2017-10-23,34,126,47,1,10197,36,82,Monday
2017-10-24,46,153,0,8,10196,22,94,Tuesday
2017-10-25,36,142,18,-1,10242,2,88,Wednesday
2017-10-26,25,140,23,0,10242,31,87,Thursday
2017-10-27,30,118,65,4,10309,66,77,Friday
2017-10-28,52,124,0,16,10276,32,81,Saturday
2017-10-29,50,107,47,10,10233,57,71,Sunday
2017-10-30,22,83,61,-1,10288,65,77,Monday
2017-10-31,36,101,2,-1,10279,61,85,Tuesday
2017-11-01,33,112,9,0,10216,38,84,Wednesday
2017-11-02,24,98,26,-1,10167,4,87,Thursday
2017-11-03,17,88,0,5,10167,11,94,Friday
2017-11-04,34,106,34,30,10111,36,90,Saturday
2017-11-05,23,78,40,48,10176,63,85,Sunday
2017-11-06,15,48,68,4,10266,16,89,Monday
2017-11-07,13,33,76,0,10257,1,91,Tuesday
2017-11-08,17,59,0,0,10224,2,95,Wednesday
2017-11-09,34,87,23,14,10227,17,89,Thursday
2017-11-10,43,92,32,29,10188,25,82,Friday
2017-11-11,28,66,5,37,10135,56,90,Saturday
2017-11-12,25,52,14,74,10112,58,90,Sunday
2017-11-13,28,62,62,13,10234,61,82,Monday
2017-11-14,39,77,8,4,10242,17,90,Tuesday
2017-11-15,28,94,0,23,10254,17,98,Wednesday
2017-11-16,28,93,0,18,10249,20,97,Thursday
2017-11-17,16,56,44,0,10281,4,82,Friday
2017-11-18,34,69,10,50,10233,57,80,Saturday
2017-11-19,32,67,45,19,10213,58,79,Sunday
2017-11-20,40,78,0,97,10203,22,92,Monday
2017-11-21,43,115,0,13,10106,23,92,Tuesday
2017-11-22,63,114,37,13,10060,58,74,Wednesday
2017-11-23,64,111,13,8,10076,56,72,Thursday
2017-11-24,18,69,18,16,10122,45,90,Friday
2017-11-25,26,37,21,2,10160,3,86,Saturday
2017-11-26,37,53,32,57,10217,62,80,Sunday
2017-11-27,52,67,0,152,10199,59,89,Monday
2017-11-28,31,54,14,9,10050,65,80,Tuesday
2017-11-29,19,29,0,1,10065,29,95,Wednesday
2017-11-30,18,15,9,6,10070,5,94,Thursday
2017-12-01,13,0,7,-1,10238,0,97,Friday
2017-12-02,23,-4,0,-1,10277,1,99,Saturday
2017-12-03,26,37,0,20,10261,20,96,Sunday
2017-12-04,26,70,9,25,10331,56,90,Monday
2017-12-05,32,76,0,0,10334,58,81,Tuesday
2017-12-06,47,80,0,0,10312,64,76,Wednesday
2017-12-07,62,59,0,78,10210,39,81,Thursday
2017-12-08,41,26,9,154,10110,8,82,Friday
2017-12-09,42,21,12,125,10116,7,89,Saturday
2017-12-10,49,11,0,128,10032,1,93,Sunday
2017-12-11,47,-1,0,98,9897,3,92,Monday
2017-12-12,32,18,35,5,10122,50,87,Tuesday
2017-12-13,56,40,2,138,10097,33,90,Wednesday
2017-12-14,41,33,8,150,9913,23,90,Thursday
2017-12-15,25,26,0,2,10040,19,93,Friday
2017-12-16,22,27,32,14,10181,16,89,Saturday
2017-12-17,30,25,57,49,10231,20,90,Sunday
2017-12-18,31,59,0,8,10312,2,91,Monday
2017-12-19,22,52,3,-1,10340,6,93,Tuesday
2017-12-20,16,75,2,3,10343,4,97,Wednesday
2017-12-21,19,84,0,3,10344,1,99,Thursday
2017-12-22,13,86,0,25,10358,1,97,Friday
2017-12-23,48,87,0,-1,10347,38,91,Saturday
2017-12-24,56,82,0,7,10273,36,93,Sunday
2017-12-25,62,74,0,4,10186,40,84,Monday
2017-12-26,62,58,20,12,10010,64,82,Tuesday
2017-12-27,44,51,2,73,9905,63,87,Wednesday
2017-12-28,36,39,44,7,10050,69,76,Thursday
2017-12-29,48,28,3,67,10054,50,88,Friday
2017-12-30,57,88,0,37,10028,42,84,Saturday
2017-12-31,62,106,2,393,10024,44,90,Sunday
2018-01-01,50,68,21,47,10021,50,84,Monday
2018-01-02,45,65,14,45,10111,47,88,Tuesday
2018-01-03,88,88,2,95,9974,56,73,Wednesday
2018-01-04,56,82,2,6,9975,35,82,Thursday
2018-01-05,40,64,0,27,10006,61,87,Friday
2018-01-06,28,45,7,0,10198,56,89,Saturday
2018-01-07,59,10,62,0,10288,70,77,Sunday
2018-01-08,55,11,65,0,10279,68,77,Monday
2018-01-09,33,30,3,0,10165,59,89,Tuesday
2018-01-10,28,69,0,26,10105,50,94,Wednesday
2018-01-11,16,57,0,0,10243,1,97,Thursday
2018-01-12,15,50,0,0,10272,4,94,Friday
2018-01-13,31,42,0,0,10267,8,90,Saturday
2018-01-14,43,29,50,0,10221,58,82,Sunday
2018-01-15,65,52,0,133,10151,50,89,Monday
2018-01-16,49,52,29,83,9932,50,78,Tuesday
2018-01-17,53,46,5,27,10052,60,73,Wednesday
2018-01-18,64,47,4,111,10024,42,85,Thursday
2018-01-19,31,37,25,54,10079,64,85,Friday
2018-01-20,27,22,4,11,10074,42,93,Saturday
2018-01-21,26,30,48,21,10158,47,85,Sunday
2018-01-22,35,63,5,6,10184,24,88,Monday
2018-01-23,50,81,9,15,10200,40,88,Tuesday
2018-01-24,70,117,0,42,10160,58,84,Wednesday
2018-01-25,38,77,6,1,10125,58,88,Thursday
2018-01-26,18,54,12,0,10269,1,95,Friday
2018-01-27,50,58,20,11,10301,27,83,Saturday
2018-01-28,54,97,17,-1,10293,48,90,Sunday
2018-01-29,58,88,0,52,10290,42,84,Monday
2018-01-30,25,47,62,0,10297,61,86,Tuesday
2018-01-31,54,65,0,38,10145,25,84,Wednesday
2018-02-01,41,34,25,44,10005,50,87,Thursday
2018-02-02,30,44,21,50,10090,23,87,Friday
2018-02-03,26,20,3,17,10131,60,90,Saturday
2018-02-04,43,17,36,-1,10271,68,76,Sunday
2018-02-05,41,10,17,0,10284,61,81,Monday
2018-02-06,32,-21,73,0,10209,56,76,Tuesday
2018-02-07,21,-22,85,0,10204,63,76,Wednesday
2018-02-08,26,10,65,0,10208,58,79,Thursday
2018-02-09,46,6,21,1,10161,14,79,Friday
2018-02-10,35,29,37,1,10154,1,84,Saturday
2018-02-11,57,45,20,51,10056,56,80,Sunday
2018-02-12,37,30,58,-1,10149,70,74,Monday
2018-02-13,43,20,87,0,10138,70,71,Tuesday
2018-02-14,54,19,87,0,10146,75,65,Wednesday
2018-02-15,45,43,21,35,10182,17,88,Thursday
2018-02-16,25,32,87,0,10267,63,79,Friday
2018-02-17,19,9,65,0,10259,56,82,Saturday
2018-02-18,23,7,85,0,10261,39,87,Sunday
2018-02-19,25,12,0,-1,10220,50,84,Monday
2018-02-20,23,8,12,0,10249,33,82,Tuesday
2018-02-21,28,3,92,0,10272,29,77,Wednesday
2018-02-22,40,2,89,0,10264,58,71,Thursday
2018-02-23,49,-5,85,0,10248,29,71,Friday
2018-02-24,66,-4,93,0,10294,75,55,Saturday
2018-02-25,57,-22,97,0,10320,70,56,Sunday
2018-02-26,46,-33,71,-1,10326,70,67,Monday
2018-02-27,34,-36,87,-1,10270,70,70,Tuesday
2018-02-28,65,-66,73,-1,10233,15,69,Wednesday
2018-03-01,94,-47,54,0,10158,74,50,Thursday
2018-03-02,83,-37,68,-1,10024,60,52,Friday
2018-03-03,49,-17,18,-1,9983,56,64,Saturday
2018-03-04,44,50,50,19,9977,38,78,Sunday
2018-03-05,37,66,91,0,9943,58,80,Monday
2018-03-06,24,56,29,0,9929,50,82,Tuesday
2018-03-07,28,59,34,35,9992,14,87,Wednesday
2018-03-08,54,48,20,47,10026,57,84,Thursday
2018-03-09,33,65,58,29,10068,32,82,Friday
2018-03-10,35,114,18,43,10007,19,89,Saturday
2018-03-11,29,102,25,12,9982,1,91,Sunday
2018-03-12,30,103,26,12,9933,50,85,Monday
2018-03-13,34,56,0,71,10121,30,92,Tuesday
2018-03-14,38,58,94,-1,10125,1,80,Wednesday
2018-03-15,60,73,40,10,10017,47,70,Thursday
2018-03-16,58,38,0,4,10087,32,87,Friday
2018-03-17,93,-14,5,-1,10096,68,60,Saturday
2018-03-18,80,-10,49,0,10137,80,47,Sunday
2018-03-19,53,-2,109,-1,10189,58,45,Monday
2018-03-20,44,38,105,-1,10297,58,69,Tuesday
2018-03-21,28,36,79,-1,10304,4,78,Wednesday
2018-03-22,35,64,29,33,10214,22,88,Thursday
2018-03-23,41,62,1,-1,10110,48,79,Friday
2018-03-24,25,65,47,0,10048,23,77,Saturday
2018-03-25,22,54,82,0,10138,2,79,Sunday
2018-03-26,16,47,39,15,10173,1,88,Monday
2018-03-27,33,56,10,17,10165,2,88,Tuesday
2018-03-28,28,59,0,124,10046,10,92,Wednesday
2018-03-29,32,65,58,2,10055,42,77,Thursday
2018-03-30,44,90,56,24,10041,56,74,Friday
2018-03-31,20,72,29,100,10026,25,83,Saturday
2018-04-01,20,48,4,7,10137,2,89,Sunday
2018-04-02,38,77,10,11,10125,17,82,Monday
2018-04-03,50,127,39,25,10006,56,79,Tuesday
2018-04-04,37,103,22,49,10010,58,83,Wednesday
2018-04-05,46,59,49,24,10227,56,79,Thursday
2018-04-06,55,88,119,0,10226,63,58,Friday
2018-04-07,39,139,100,0,10114,65,62,Saturday
2018-04-08,20,152,96,0,10083,56,72,Sunday
2018-04-09,32,126,23,-1,10079,43,81,Monday
2018-04-10,30,155,32,-1,10053,37,72,Tuesday
2018-04-11,23,127,22,21,10078,1,87,Wednesday
2018-04-12,29,104,18,2,10050,2,89,Thursday
2018-04-13,21,100,18,0,10148,2,86,Friday
2018-04-14,20,115,47,10,10188,32,77,Saturday
2018-04-15,20,127,16,66,10158,12,89,Sunday
2018-04-16,28,114,105,1,10218,6,77,Monday
2018-04-17,30,128,114,0,10279,61,72,Tuesday
2018-04-18,24,163,128,0,10314,59,65,Wednesday
2018-04-19,33,192,131,0,10277,58,58,Thursday
2018-04-20,23,183,131,0,10229,27,66,Friday
2018-04-21,23,155,130,0,10234,6,68,Saturday
2018-04-22,32,179,93,-1,10163,62,61,Sunday
2018-04-23,38,131,94,0,10166,66,67,Monday
2018-04-24,47,129,5,1,10161,63,76,Tuesday
2018-04-25,50,115,52,52,10121,47,76,Wednesday
2018-04-26,47,103,94,51,10164,64,69,Thursday
2018-04-27,29,103,31,1,10149,65,68,Friday
2018-04-28,31,117,16,5,10117,1,79,Saturday
2018-04-29,32,92,4,196,10113,1,94,Sunday
2018-04-30,42,95,9,272,9993,40,88,Monday
2018-05-01,48,79,81,92,10126,50,72,Tuesday
2018-05-02,46,109,112,2,10124,59,67,Wednesday
2018-05-03,24,104,138,0,10226,65,67,Thursday
2018-05-04,23,119,138,0,10260,65,64,Friday
2018-05-05,30,147,140,0,10268,65,59,Saturday
2018-05-06,25,172,140,0,10245,70,57,Sunday
2018-05-07,25,180,142,0,10208,65,61,Monday
2018-05-08,24,191,142,0,10140,65,60,Tuesday
2018-05-09,22,179,133,0,10076,58,67,Wednesday
2018-05-10,30,121,59,17,10212,21,80,Thursday
2018-05-11,21,123,126,0,10215,2,72,Friday
2018-05-12,28,170,68,0,10156,59,61,Saturday
2018-05-13,28,131,0,24,10142,33,88,Sunday
2018-05-14,36,187,102,0,10148,2,71,Monday
2018-05-15,35,192,143,0,10171,70,57,Tuesday
2018-05-16,46,153,47,1,10228,62,75,Wednesday
2018-05-17,44,114,117,0,10240,63,69,Thursday
2018-05-18,33,109,48,0,10241,66,69,Friday
2018-05-19,18,110,1,0,10239,1,83,Saturday
2018-05-20,20,154,127,0,10239,2,70,Sunday
2018-05-21,35,192,115,0,10191,70,50,Monday
2018-05-22,23,183,35,8,10166,60,68,Tuesday
2018-05-23,29,188,29,15,10216,63,67,Wednesday
2018-05-24,31,183,31,6,10212,65,69,Thursday
2018-05-25,26,206,105,0,10192,57,73,Friday
2018-05-26,31,230,119,0,10201,58,59,Saturday
2018-05-27,30,203,31,19,10193,36,71,Sunday
2018-05-28,25,225,116,5,10185,12,69,Monday
