STN,YYYYMMDD,wind_speed,mean_temp,global_radiation,percipitation,pressure,minimum_visibility,humidity
260,19061213,   82,   37,     ,   31, 9988,     ,   79
260,19061214,   67,   28,     ,   52, 9970,     ,   84
260,19061215,   36,   11,     ,    0,10152,     ,   91
260,19061216,   26,   -2,     ,    1,10263,     ,   96
260,19061217,   46,   -1,     ,   10,10313,     ,   98
260,19061218,   26,    8,     ,   12,10314,     ,   96
260,19061219,   21,  -35,     ,    0,10368,     ,   93
260,19061220,   36,    0,     ,    0,10386,     ,   95
260,19061221,   46,  -35,     ,    0,10392,     ,   88
260,19061222,   36,  -55,     ,    0,10337,     ,   81
260,19061223,   21,  -73,     ,    0,10282,     ,   88
260,19061224,   57,  -17,     ,   29,10202,     ,   98
260,19061225,   51,    0,     ,   73,10051,     ,   97
260,19061226,   51,  -41,     ,   11, 9880,     ,   77
260,19061227,   51,  -18,     ,   11, 9874,     ,   97
260,19061228,   72,  -35,     ,    2, 9970,     ,   89
260,19061229,   21,  -77,     ,    0,10092,     ,   95
260,19061230,   31,  -70,     ,    0,10111,     ,   97
260,19061231,   82,  -19,     ,   28,10029,     ,   98
260,19070101,   51,   31,     ,   54,10015,     ,   92
260,19070102,  108,   59,     ,   55, 9940,     ,   78
260,19070103,   93,   34,     ,   23, 9957,     ,   81
260,19070104,   72,   23,     ,    3,10162,     ,   81
260,19070105,   57,   19,     ,   16,10282,     ,   94
260,19070106,   62,   50,     ,   21,10248,     ,   94
260,19070107,   41,   43,     ,    1,10324,     ,   96
260,19070108,   31,   55,     ,    0,10322,     ,   99
260,19070109,   36,   42,     ,    0,10293,     ,   85
260,19070110,   41,   51,     ,    2,10266,     ,   94
260,19070111,   57,   46,     ,   43,10310,     ,   91
260,19070112,   57,   48,     ,    8,10317,     ,   88
260,19070113,   62,   51,     ,    0,10304,     ,   87
260,19070114,   51,   57,     ,    1,10293,     ,   89
260,19070115,   41,   64,     ,    0,10331,     ,   89
260,19070116,   41,   57,     ,    0,10359,     ,   88
260,19070117,   26,   49,     ,    0,10416,     ,   97
260,19070118,   21,   -5,     ,    2,10425,     ,  100
260,19070119,   21,    4,     ,    1,10398,     ,  100
260,19070120,   21,    0,     ,    1,10395,     ,   98
260,19070121,   26,   14,     ,   34,10343,     ,  100
260,19070122,   77,  -82,     ,    0,10397,     ,   63
260,19070123,   77, -116,     ,    0,10453,     ,   57
260,19070124,   41,  -91,     ,    0,10370,     ,   76
260,19070125,   15,  -28,     ,    0,10290,     ,   91
260,19070126,   57,  -18,     ,    9,10253,     ,   81
260,19070127,   51,  -18,     ,    2,10257,     ,   87
260,19070128,   82,   44,     ,   44,10093,     ,   87
260,19070129,   72,   30,     ,    6, 9968,     ,   73
260,19070130,   77,   20,     ,   25, 9970,     ,   92
260,19070131,   41,    1,     ,    0,10130,     ,   87
260,19070201,   31,  -30,     ,    0,10264,     ,   81
260,19070202,   31,  -42,     ,    0,10339,     ,   88
260,19070203,   26,  -26,     ,    8,10273,     ,   98
260,19070204,   10,  -13,     ,    9,10237,     ,   97
260,19070205,   21,  -10,     ,    0,10301,     ,   89
260,19070206,   36,  -35,     ,    0,10238,     ,   74
260,19070207,   36,  -68,     ,    0,10181,     ,   70
260,19070208,   46,  -43,     ,    0,10186,     ,   80
260,19070209,   51,  -40,     ,    0,10150,     ,   91
260,19070210,   36,    1,     ,    0,10127,     ,   92
260,19070211,   51,    7,     ,   27,10066,     ,   96
260,19070212,   67,    4,     ,   29, 9988,     ,   90
260,19070213,   41,   32,     ,   68, 9960,     ,   99
260,19070214,   46,    8,     ,    0,10184,     ,   88
260,19070215,   46,    9,     ,    0,10201,     ,   87
260,19070216,   51,   38,     ,   47,10160,     ,   93
260,19070217,   77,   49,     ,   21,10140,     ,   85
260,19070218,   51,   36,     ,   19,10159,     ,   97
260,19070219,   82,   60,     ,   54,10050,     ,   82
260,19070220,  113,   37,     ,  107, 9799,     ,   68
260,19070221,  103,   25,     ,   22, 9920,     ,   78
260,19070222,   51,    6,     ,   15,10037,     ,   79
260,19070223,   41,    6,     ,    9,10118,     ,   88
260,19070224,   46,   13,     ,   32,10181,     ,   87
260,19070225,   31,   46,     ,    6,10231,     ,   96
260,19070226,   31,   44,     ,    4,10284,     ,   95
260,19070227,   31,   53,     ,    0,10316,     ,   94
260,19070228,   26,   50,     ,    0,10347,     ,   98
260,19070301,   21,   36,     ,    0,10327,     ,   92
260,19070302,   21,   21,     ,    1,10290,     ,   98
260,19070303,   26,   15,     ,    1,10295,     ,   99
260,19070304,   46,   28,     ,    0,10294,     ,   68
260,19070305,   41,   32,     ,   34,10226,     ,   72
260,19070306,   31,   29,     ,   34,10212,     ,   88
260,19070307,   46,   23,     ,   36,10254,     ,   89
260,19070308,   72,   49,     ,  140,10133,     ,   80
260,19070309,   67,   20,     ,   13,10203,     ,   70
260,19070310,   21,    4,     ,   52,10117,     ,   96
260,19070311,   46,    5,     ,    0,10228,     ,   66
260,19070312,   36,    9,     ,    2,10291,     ,   87
260,19070313,   57,   30,     ,   12,10146,     ,   89
260,19070314,   82,   27,     ,   76,10106,     ,   86
260,19070315,   46,   32,     ,   17,10160,     ,   98
260,19070316,   67,   81,     ,    7,10112,     ,   78
260,19070317,   67,   70,     ,   29,10041,     ,   80
260,19070318,   77,   77,     ,   28,10048,     ,   78
260,19070319,   77,   65,     ,   21,10123,     ,   71
260,19070320,   93,   66,     ,   43,10167,     ,   72
260,19070321,   36,   54,     ,    0,10318,     ,   79
260,19070322,   46,   48,     ,   14,10260,     ,   83
260,19070323,   51,   46,     ,    9,10262,     ,   80
260,19070324,   21,   41,     ,    0,10299,     ,   67
260,19070325,   21,   46,     ,    0,10302,     ,   90
260,19070326,   26,   39,     ,    0,10330,     ,   94
260,19070327,   26,   70,     ,    0,10337,     ,   72
260,19070328,   26,   90,     ,    0,10291,     ,   79
260,19070329,   31,  106,     ,    1,10227,     ,   70
260,19070330,   26,  119,     ,    0,10174,     ,   59
260,19070331,   26,   97,     ,    0,10160,     ,   69
260,19070401,   26,   95,     ,    0,10120,     ,   66
260,19070402,   36,  106,     ,    0,10047,     ,   57
260,19070403,   46,  117,     ,    0, 9972,     ,   52
260,19070404,   31,   86,     ,    1, 9957,     ,   83
260,19070405,   26,   74,     ,    0,10022,     ,   79
260,19070406,   46,   77,     ,   11, 9995,     ,   84
260,19070407,   41,   55,     ,   81, 9961,     ,   85
260,19070408,   51,   60,     ,   22,10031,     ,   80
260,19070409,   36,   74,     ,    7,10066,     ,   85
260,19070410,   26,   82,     ,   60,10096,     ,   73
260,19070411,   31,   57,     ,    0,10095,     ,   75
260,19070412,   51,   83,     ,    0,10072,     ,   56
260,19070413,   36,   75,     ,    0,10043,     ,   77
260,19070414,   36,   78,     ,    0,10058,     ,   61
260,19070415,   31,  103,     ,    0,10016,     ,   60
260,19070416,   36,   90,     ,    0, 9983,     ,   68
260,19070417,   46,   75,     ,    0,10025,     ,   75
260,19070418,   51,   45,     ,    5,10121,     ,   69
260,19070419,   36,   43,     ,    1,10190,     ,   69
260,19070420,   21,   60,     ,    0,10236,     ,   66
260,19070421,   57,   89,     ,    8,10162,     ,   53
260,19070422,   36,   91,     ,   50,10233,     ,   76
260,19070423,   36,   94,     ,    3,10253,     ,   84
260,19070424,   51,  112,     ,    0,10232,     ,   82
260,19070425,   31,   67,     ,   16,10236,     ,   78
260,19070426,   26,   50,     ,   69,10161,     ,   78
260,19070427,   31,   48,     ,   11,10089,     ,   76
260,19070428,   36,   48,     ,    5,10092,     ,   77
260,19070429,   31,   56,     ,   53,10073,     ,   90
260,19070430,   26,   68,     ,   11,10044,     ,   86
260,19070501,   36,   52,     ,  195,10061,     ,   90
260,19070502,   87,   63,     ,   38,10011,     ,   81
260,19070503,   72,   89,     ,   38, 9993,     ,   71
260,19070504,   87,  101,     ,  130,10046,     ,   61
260,19070505,   41,  124,     ,    0,10123,     ,   69
260,19070506,   41,  171,     ,   12,10088,     ,   63
260,19070507,   57,  137,     ,   30,10138,     ,   70
260,19070508,   51,  137,     ,   41,10177,     ,   62
260,19070509,   46,  137,     ,    2,10173,     ,   71
260,19070510,   51,  171,     ,    0,10151,     ,   54
260,19070511,   41,  184,     ,    0,10144,     ,   58
260,19070512,   36,  208,     ,    0,10132,     ,   54
260,19070513,   36,  191,     ,   20,10112,     ,   72
260,19070514,   57,  132,     ,    0,10113,     ,   74
260,19070515,   46,  104,     ,    0,10102,     ,   80
260,19070516,   46,   96,     ,    2,10136,     ,   77
260,19070517,   82,   69,     ,   26,10167,     ,   76
260,19070518,   51,   60,     ,   46,10185,     ,   74
260,19070519,   36,   66,     ,    0,10183,     ,   73
260,19070520,   51,   79,     ,    3,10139,     ,   73
260,19070521,   21,   81,     ,    3,10108,     ,   75
260,19070522,   51,  121,     ,    0,10107,     ,   74
260,19070523,   41,  167,     ,   21,10082,     ,   71
260,19070524,   41,  157,     ,   31,10113,     ,   84
260,19070525,   31,  172,     ,    0,10178,     ,   70
260,19070526,   41,  179,     ,    7,10145,     ,   76
260,19070527,   41,  131,     ,    5,10184,     ,   78
260,19070528,   46,  100,     ,    0,10202,     ,   70
260,19070529,   51,   87,     ,    0,10231,     ,   58
260,19070530,   36,  106,     ,    0,10218,     ,   62
260,19070531,   36,  139,     ,   30,10092,     ,   78
260,19070601,   36,  141,     ,   84, 9998,     ,   88
260,19070602,   41,  121,     ,   10,10029,     ,   93
260,19070603,   62,  101,     ,   75,10079,     ,   80
260,19070604,   51,  108,     ,    0,10160,     ,   81
260,19070605,   41,  143,     ,   30,10117,     ,   90
260,19070606,   62,  120,     ,   11,10079,     ,   77
260,19070607,   36,  116,     ,    0,10139,     ,   79
260,19070608,   31,  140,     ,    0,10164,     ,   80
260,19070609,   46,  184,     ,    0,10126,     ,   62
260,19070610,   41,  170,     ,    8,10120,     ,   71
260,19070611,   31,  154,     ,    1,10162,     ,   76
260,19070612,   46,  145,     ,   76,10111,     ,   87
260,19070613,   46,  137,     ,    0,10162,     ,   72
260,19070614,   41,  140,     ,    2,10202,     ,   76
260,19070615,   51,  145,     ,  109,10175,     ,   91
260,19070616,   72,  130,     ,    1,10181,     ,   61
260,19070617,   41,  114,     ,    0,10208,     ,   81
260,19070618,   36,  127,     ,    0,10168,     ,   73
260,19070619,   57,  141,     ,    0,10160,     ,   63
260,19070620,   57,  156,     ,    0,10129,     ,   73
260,19070621,   62,  131,     ,   17,10101,     ,   78
260,19070622,   46,  135,     ,    0,10148,     ,   81
260,19070623,   72,  123,     ,    2,10141,     ,   64
260,19070624,   72,  127,     ,  118,10138,     ,   76
260,19070625,   82,  116,     ,  142,10066,     ,   72
260,19070626,   57,  136,     ,   74,10102,     ,   86
260,19070627,   57,  152,     ,    0,10160,     ,   84
260,19070628,   36,  156,     ,    0,10160,     ,   78
260,19070629,   31,  113,     ,  164,10148,     ,   95
260,19070630,   41,  113,     ,    0,10123,     ,   77
260,19070701,   46,  114,     ,    5,10118,     ,   78
260,19070702,   41,  111,     ,    0,10136,     ,   73
260,19070703,   31,  112,     ,   12,10120,     ,   78
260,19070704,   62,  138,     ,   78,10088,     ,   82
260,19070705,   62,  145,     ,    1,10132,     ,   65
260,19070706,   51,  140,     ,    0,10164,     ,   73
260,19070707,   36,  115,     ,   82,10156,     ,   86
260,19070708,   41,  132,     ,    0,10141,     ,   71
260,19070709,   57,  143,     ,    1,10169,     ,   73
260,19070710,   31,  123,     ,   52,10209,     ,   93
260,19070711,   57,  118,     ,    2,10284,     ,   75
260,19070712,   36,  137,     ,    1,10274,     ,   76
260,19070713,   26,  144,     ,    0,10251,     ,   79
260,19070714,   41,  152,     ,    0,10253,     ,   74
260,19070715,   62,  167,     ,    0,10260,     ,   81
260,19070716,   51,  165,     ,    0,10258,     ,   86
260,19070717,   67,  141,     ,    0,10216,     ,   92
260,19070718,   57,  134,     ,    0,10189,     ,   81
260,19070719,   46,  136,     ,    0,10200,     ,   74
260,19070720,   36,  131,     ,    0,10217,     ,   71
260,19070721,   41,  123,     ,    0,10195,     ,   72
260,19070722,   21,  116,     ,    5,10158,     ,   82
260,19070723,   36,  130,     ,    0,10123,     ,   73
260,19070724,   26,  132,     ,    3,10143,     ,   84
260,19070725,   31,  158,     ,    0,10129,     ,   71
260,19070726,   36,  154,     ,    0,10140,     ,   78
260,19070727,   46,  154,     ,   19,10155,     ,   96
260,19070728,   31,  172,     ,    2,10182,     ,   80
260,19070729,   41,  159,     ,   20,10136,     ,   84
260,19070730,   62,  147,     ,   34,10066,     ,   81
260,19070731,   57,  128,     ,   79,10116,     ,   84
260,19070801,   57,  128,     ,    0,10151,     ,   74
260,19070802,   36,  139,     ,    0,10205,     ,   74
260,19070803,   41,  146,     ,   42,10173,     ,   89
260,19070804,   31,  185,     ,    0,10144,     ,   82
260,19070805,   21,  182,     ,    1,10112,     ,   82
260,19070806,   57,  162,     ,    3,10099,     ,   70
260,19070807,   72,  144,     ,   17,10157,     ,   71
260,19070808,   72,  149,     ,   22,10187,     ,   84
260,19070809,   57,  170,     ,    3,10147,     ,   86
260,19070810,   46,  156,     ,   31,10098,     ,   90
260,19070811,   51,  155,     ,    4,10177,     ,   75
260,19070812,   57,  157,     ,    8,10200,     ,   73
260,19070813,   51,  172,     ,    0,10203,     ,   78
260,19070814,   51,  183,     ,    1,10152,     ,   82
260,19070815,   57,  169,     ,   43,10057,     ,   75
260,19070816,   36,  137,     ,   16,10116,     ,   80
260,19070817,   57,  146,     ,   20,10121,     ,   81
260,19070818,   51,  155,     ,   69,10123,     ,   96
260,19070819,   57,  144,     ,   33,10115,     ,   81
260,19070820,   51,  122,     ,   31,10166,     ,   77
260,19070821,   46,  128,     ,    9,10235,     ,   83
260,19070822,   36,  143,     ,    5,10243,     ,   80
260,19070823,   51,  138,     ,   11,10160,     ,   92
260,19070824,   36,  106,     ,    1,10197,     ,   81
260,19070825,   51,  132,     ,    0,10191,     ,   75
260,19070826,   26,  150,     ,   30,10192,     ,   87
260,19070827,   41,  136,     ,   30,10192,     ,   93
260,19070828,   36,  138,     ,    0,10198,     ,   77
260,19070829,   26,  165,     ,    0,10153,     ,   87
260,19070830,   36,  144,     ,    0,10202,     ,   90
260,19070831,   41,  156,     ,    0,10163,     ,   86
260,19070901,   41,  132,     ,    1,10173,     ,   76
260,19070902,   46,  131,     ,  180,10101,     ,   90
260,19070903,   46,  125,     ,   54,10047,     ,   85
260,19070904,   31,  101,     ,    0,10150,     ,   74
260,19070905,   57,  123,     ,   14,10164,     ,   96
260,19070906,   41,  164,     ,   37,10205,     ,   88
260,19070907,   31,  165,     ,    0,10261,     ,   94
260,19070908,   41,  166,     ,    0,10305,     ,   86
260,19070909,   36,  140,     ,    0,10321,     ,   86
260,19070910,   41,  122,     ,    0,10285,     ,   80
260,19070911,   36,  147,     ,    0,10250,     ,   74
260,19070912,   36,  162,     ,    0,10224,     ,   82
260,19070913,   26,  172,     ,   59,10196,     ,   83
260,19070914,   31,  142,     ,    0,10198,     ,   94
260,19070915,   31,  110,     ,    0,10266,     ,   88
260,19070916,   31,  113,     ,    0,10292,     ,   84
260,19070917,   46,  137,     ,    0,10270,     ,   81
260,19070918,   31,  119,     ,    0,10314,     ,   81
260,19070919,   21,  120,     ,    1,10317,     ,   88
260,19070920,   26,  128,     ,    0,10304,     ,   92
260,19070921,   31,  130,     ,    2,10281,     ,   91
260,19070922,   41,  102,     ,    7,10304,     ,   72
260,19070923,   31,   86,     ,    0,10264,     ,   85
260,19070924,   31,  108,     ,    0,10192,     ,   83
260,19070925,   36,  141,     ,    1,10138,     ,   79
260,19070926,   36,  158,     ,    0,10104,     ,   85
260,19070927,   46,  170,     ,    0,10110,     ,   63
260,19070928,   46,  131,     ,    0,10126,     ,   91
260,19070929,   21,  139,     ,    7,10102,     ,   93
260,19070930,   26,  151,     ,    1,10101,     ,   80
260,19071001,   36,  152,     ,    0,10053,     ,   83
260,19071002,   51,  123,     ,  108,10045,     ,   84
260,19071003,   46,  104,     ,   90,10027,     ,   89
260,19071004,   46,  116,     ,   15,10082,     ,   86
260,19071005,   31,  110,     ,    1,10179,     ,   87
260,19071006,   57,  111,     ,   69,10119,     ,   99
260,19071007,   62,  130,     ,   51, 9993,     ,   94
260,19071008,   41,  122,     ,   45,10032,     ,   91
260,19071009,   36,  127,     ,    0,10080,     ,   91
260,19071010,   57,  129,     ,    0,10145,     ,   75
260,19071011,   57,  121,     ,    0,10183,     ,   84
260,19071012,   41,  115,     ,    0,10206,     ,   85
260,19071013,   36,  122,     ,   20,10111,     ,   93
260,19071014,   51,  128,     ,    2,10015,     ,   92
260,19071015,   67,  119,     ,    2, 9976,     ,   86
260,19071016,   57,   91,     ,    3, 9979,     ,   87
260,19071017,   67,  107,     ,    0, 9960,     ,   77
260,19071018,   98,  115,     ,    0,10019,     ,   69
260,19071019,   72,  121,     ,    3,10110,     ,   84
260,19071020,   67,  133,     ,    2,10146,     ,   74
260,19071021,   31,  133,     ,   69,10171,     ,   93
260,19071022,   36,  126,     ,   25,10168,     ,   86
260,19071023,   15,  105,     ,   92,10162,     ,   99
260,19071024,   26,  100,     ,   54,10144,     ,   98
260,19071025,   31,   69,     ,    1,10152,     ,   95
260,19071026,   26,   70,     ,    1,10111,     ,   91
260,19071027,   31,   90,     ,    8,10086,     ,   94
260,19071028,   36,   56,     ,    0,10070,     ,   97
260,19071029,   46,   86,     ,   34, 9985,     ,   93
260,19071030,   46,  100,     ,   34, 9966,     ,   96
260,19071031,   41,   93,     ,    4,10098,     ,   92
260,19071101,   31,   91,     ,    0,10177,     ,   97
260,19071102,   72,   89,     ,    2,10148,     ,   79
260,19071103,   72,   75,     ,    0,10113,     ,   75
260,19071104,   51,   53,     ,    0,10149,     ,   83
260,19071105,   26,   40,     ,    0,10189,     ,   89
260,19071106,   21,   39,     ,    0,10213,     ,   96
260,19071107,   15,   11,     ,    0,10204,     ,   95
260,19071108,   36,   50,     ,    0,10158,     ,   91
260,19071109,   36,   90,     ,    0,10139,     ,   78
260,19071110,   21,   73,     ,    0,10164,     ,   91
260,19071111,   21,   71,     ,    0,10165,     ,   97
260,19071112,   26,   56,     ,    3,10098,     ,  100
260,19071113,   93,   80,     ,  132,10049,     ,   83
260,19071114,   57,   81,     ,   10,10196,     ,   92
260,19071115,   36,   87,     ,   55,10226,     ,  100
260,19071116,   41,   83,     ,    1,10235,     ,   93
260,19071117,   31,   78,     ,    1,10244,     ,   87
260,19071118,   31,   69,     ,    0,10268,     ,   90
260,19071119,   26,   63,     ,    0,10272,     ,   92
260,19071120,   15,   49,     ,    0,10264,     ,   87
260,19071121,   36,   20,     ,   10,10290,     ,   92
260,19071122,   46,  -13,     ,    0,10259,     ,   82
260,19071123,   72,   -7,     ,   18,10130,     ,   86
260,19071124,   77,   38,     ,   14,10069,     ,   84
260,19071125,   82,   38,     ,   48,10011,     ,   91
260,19071126,   62,   47,     ,   97, 9970,     ,   97
260,19071127,   93,   99,     ,    0,10019,     ,   78
260,19071128,   46,   77,     ,   28,10125,     ,   95
260,19071129,   31,   60,     ,    3,10222,     ,   98
260,19071130,   41,   38,     ,    0,10305,     ,   89
260,19071201,   51,   10,     ,    0,10255,     ,   79
260,19071202,   46,   34,     ,    0,10132,     ,   93
260,19071203,   67,   67,     ,   34,10014,     ,   88
260,19071204,   87,   37,     ,    6,10013,     ,   87
260,19071205,   87,   62,     ,   89, 9916,     ,   85
260,19071206,   46,   33,     ,    6,10042,     ,   93
260,19071207,   62,   27,     ,   34,10091,     ,   97
260,19071208,   93,   82,     ,  172, 9913,     ,   94
260,19071209,   82,   81,     ,   14, 9975,     ,   79
260,19071210,   87,   71,     ,  138, 9992,     ,   82
260,19071211,   82,   57,     ,    2,10042,     ,   86
260,19071212,   62,   51,     ,   17,10017,     ,   92
260,19071213,   62,   47,     ,   37, 9939,     ,   91
260,19071214,   67,   28,     ,  158, 9768,     ,   92
260,19071215,   62,   31,     ,    9,10088,     ,   88
260,19071216,   36,   10,     ,    0,10299,     ,   91
260,19071217,   41,    0,     ,    0,10326,     ,   88
260,19071218,   62,   20,     ,    5,10236,     ,   90
260,19071219,   67,   77,     ,   25,10166,     ,   99
260,19071220,   57,   81,     ,    3,10160,     ,   90
260,19071221,   77,   85,     ,    3,10112,     ,   85
260,19071222,   57,   75,     ,    0,10185,     ,   82
260,19071223,   41,   63,     ,   97,10233,     ,   98
260,19071224,   26,   18,     ,    4,10289,     ,  100
260,19071225,   41,   -3,     ,    0,10269,     ,   92
260,19071226,   46,    4,     ,    0,10192,     ,   90
260,19071227,   67,  -32,     ,    0,10116,     ,   76
260,19071228,   72,  -46,     ,    0,10084,     ,   81
260,19071229,   62,  -24,     ,    2,10149,     ,   73
260,19071230,   51,  -33,     ,    0,10194,     ,   78
260,19071231,   51,  -44,     ,    0,10168,     ,   76
260,19080101,   72,  -48,     ,    0,10232,     ,   69
260,19080102,   67,  -70,     ,    0,10324,     ,   62
260,19080103,   46,  -98,     ,    0,10300,     ,   57
260,19080104,   21,  -72,     ,    0,10276,     ,   60
260,19080105,   31,  -73,     ,    0,10298,     ,   68
260,19080106,   87,  -26,     ,    9,10197,     ,   86
260,19080107,   77,   61,     ,   51,10031,     ,   99
260,19080108,   87,   34,     ,   64, 9842,     ,   88
260,19080109,  103,   -5,     ,   25, 9994,     ,   90
260,19080110,   46,  -57,     ,    0,10249,     ,   73
260,19080111,   57,  -48,     ,    0,10322,     ,   80
260,19080112,   41,  -68,     ,    0,10315,     ,   69
260,19080113,   46,  -49,     ,    0,10291,     ,   86
260,19080114,   41,  -41,     ,    0,10291,     ,   85
260,19080115,   57,    1,     ,    0,10266,     ,   71
260,19080116,   82,   32,     ,   93,10200,     ,   95
260,19080117,   72,   61,     ,   15,10206,     ,   91
260,19080118,   31,   35,     ,    0,10275,     ,  100
260,19080119,   21,    9,     ,    3,10280,     ,   99
260,19080120,   21,   10,     ,    0,10318,     ,   99
260,19080121,   10,  -24,     ,    0,10382,     ,   99
260,19080122,   10,  -32,     ,    0,10352,     ,   95
260,19080123,    5,  -49,     ,    0,10360,     ,   96
260,19080124,    5,  -42,     ,    0,10337,     ,   96
260,19080125,   15,  -26,     ,    8,10298,     ,   98
260,19080126,   87,   48,     ,   50,10221,     ,   96
260,19080127,   87,   78,     ,   70,10095,     ,   94
260,19080128,   87,   45,     ,  110, 9995,     ,   85
260,19080129,   57,   14,     ,   16,10045,     ,   85
260,19080130,   57,   16,     ,    6,10167,     ,   92
260,19080131,   77,   33,     ,   24,10069,     ,   85
260,19080201,   87,   16,     ,   46,10054,     ,   93
260,19080202,   46,    4,     ,    0,10222,     ,   87
260,19080203,   62,   -7,     ,   35,10209,     ,   92
260,19080204,   87,   32,     ,    8,10227,     ,   77
260,19080205,   36,   15,     ,    0,10361,     ,   86
260,19080206,   41,   31,     ,    0,10374,     ,  100
260,19080207,   46,   41,     ,    3,10368,     ,   92
260,19080208,   72,   53,     ,    0,10280,     ,   87
260,19080209,   62,   33,     ,    1,10290,     ,   83
260,19080210,   26,   26,     ,    0,10340,     ,   90
260,19080211,   51,   34,     ,    0,10350,     ,   94
260,19080212,   31,   50,     ,    0,10332,     ,   94
260,19080213,   41,   43,     ,    0,10280,     ,   83
260,19080214,   41,   33,     ,    0,10250,     ,   98
260,19080215,   98,   49,     ,   77,10197,     ,   92
260,19080216,   67,   39,     ,    0,10173,     ,   85
260,19080217,   72,   40,     ,   78,10096,     ,   94
260,19080218,   87,   52,     ,   26, 9992,     ,   92
260,19080219,   67,   36,     ,    9,10079,     ,   81
260,19080220,   51,   56,     ,   22,10124,     ,   84
260,19080221,   62,   75,     ,    0,10118,     ,   92
260,19080222,   93,   64,     ,   56,10061,     ,   85
260,19080223,   93,   58,     ,   12,10035,     ,   73
260,19080224,   87,   40,     ,   45, 9986,     ,   83
260,19080225,   62,   38,     ,   45,10049,     ,   93
260,19080226,   51,   40,     ,   18,10129,     ,   88
260,19080227,   67,   49,     ,   14,10044,     ,   85
260,19080228,   67,   24,     ,   41, 9921,     ,   86
260,19080229,   62,    8,     ,   32, 9874,     ,   92
260,19080301,   57,    6,     ,    7, 9936,     ,   90
260,19080302,   51,    6,     ,   19,10034,     ,   95
260,19080303,   51,   18,     ,    2,10092,     ,   82
260,19080304,   57,    9,     ,   13,10098,     ,   90
260,19080305,   46,   23,     ,   20,10143,     ,   89
260,19080306,   87,   40,     ,   45,10040,     ,   89
260,19080307,   82,   44,     ,   21,10049,     ,   80
260,19080308,   77,   54,     ,   18,10095,     ,   93
260,19080309,   98,   76,     ,    8, 9984,     ,   73
260,19080310,   82,   49,     ,   49, 9924,     ,   88
260,19080311,   93,   37,     ,   20,10003,     ,   83
260,19080312,   46,   19,     ,    6,10150,     ,   82
260,19080313,   46,    6,     ,   26,10184,     ,   85
260,19080314,   31,    0,     ,    9,10227,     ,   92
260,19080315,   10,    6,     ,    4,10235,     ,   91
260,19080316,   26,   17,     ,    0,10192,     ,   82
260,19080317,   51,   25,     ,    0,10147,     ,   71
260,19080318,   46,   12,     ,    0,10128,     ,   84
260,19080319,   31,   17,     ,    0,10120,     ,   88
260,19080320,   31,   32,     ,    0,10119,     ,   91
260,19080321,   31,   41,     ,    6,10165,     ,   92
260,19080322,   41,   46,     ,    0,10115,     ,   85
260,19080323,   31,   76,     ,    0,10128,     ,   82
260,19080324,   21,   45,     ,    0,10211,     ,   96
260,19080325,   67,   46,     ,    0,10208,     ,   60
260,19080326,   62,   48,     ,    0,10203,     ,   55
260,19080327,   46,   49,     ,    0,10223,     ,   74
260,19080328,   57,   61,     ,   15,10194,     ,   82
260,19080329,   46,   72,     ,    0,10209,     ,   67
260,19080330,   57,   67,     ,   35,10149,     ,   73
260,19080331,   98,   67,     ,   61,10052,     ,   69
260,19080401,   67,   47,     ,    0,10117,     ,   76
260,19080402,   41,   67,     ,    5,10168,     ,   85
260,19080403,   67,   86,     ,   12,10112,     ,   73
260,19080404,   57,   63,     ,   15,10098,     ,   86
260,19080405,   31,   54,     ,   63,10115,     ,   86
260,19080406,   87,   62,     ,    0,10203,     ,   78
260,19080407,  103,   81,     ,    0,10229,     ,   70
260,19080408,   62,   70,     ,    0,10212,     ,   58
260,19080409,   41,   69,     ,    3,10172,     ,   61
260,19080410,   26,   56,     ,   15,10129,     ,   94
260,19080411,   31,   62,     ,    0,10121,     ,   83
260,19080412,   57,   74,     ,    0,10162,     ,   70
260,19080413,   57,   42,     ,    9,10196,     ,   76
260,19080414,   51,   48,     ,    6,10188,     ,   88
260,19080415,   57,   94,     ,    1,10216,     ,   69
260,19080416,   82,   89,     ,    0,10242,     ,   71
260,19080417,   62,   73,     ,    0,10200,     ,   71
260,19080418,   93,   54,     ,   20,10069,     ,   58
260,19080419,   51,   26,     ,   12,10009,     ,   79
260,19080420,   46,   20,     ,   56,10046,     ,   80
260,19080421,   67,   39,     ,   10,10074,     ,   81
260,19080422,   36,   53,     ,   20,10085,     ,   82
260,19080423,   62,   58,     ,   10,10037,     ,   91
260,19080424,   77,   54,     ,   25, 9961,     ,   75
260,19080425,   67,   47,     ,   11,10040,     ,   86
260,19080426,   87,   47,     ,    8,10062,     ,   74
260,19080427,   57,   63,     ,    0,10108,     ,   76
260,19080428,   41,   72,     ,    0,10111,     ,   66
260,19080429,   36,   81,     ,   25,10168,     ,   75
260,19080430,   26,   86,     ,   31,10264,     ,   74
260,19080501,   46,  118,     ,   28,10219,     ,   93
260,19080502,   31,  121,     ,    0,10202,     ,   86
260,19080503,   46,  118,     ,    0,10180,     ,   68
260,19080504,   31,  135,     ,    1,10086,     ,   78
260,19080505,   46,  130,     ,    9,10041,     ,   79
260,19080506,   51,  122,     ,  125,10012,     ,   87
260,19080507,   62,  106,     ,    6,10121,     ,   73
260,19080508,   67,  114,     ,   75,10131,     ,   96
